District_Type;Municipality_Name;Area_Code;Population_Total;Pop_Age_0_15;Pop_Age_15_25;Pop_Age_25_45;Pop_Age_45_65;Pop_Age_65_Plus;Avg_Household_Size;Avg_Property_Value_1000EUR;Pct_Unoccupied_Homes;Pct_Owner_Occupied;Pct_Rental;Higher_Education_Count;Avg_Income_Per_Income_Recipient_1000EUR;Avg_Income_Per_Inhabitant_1000EUR;Avg_Std_Household_Income_1000EUR;Pct_Lowest_40Pct_Income;Pct_Highest_20Pct_Income;Pct_Low_Income_Households;Pct_Below_120Pct_Social_Min;Urbanization_Level
Buurt 10;Amsterdam;BU03637901;2420;430;265;645;685;390;2,4;363.0;2.0;51.0;49.0;;32,8;25,7;31;35,7;20,3;5,9;11;2.0
Lutkemeer/Ookmeer;Amsterdam;WK036380;1215;175;165;365;330;180;2,2;597.0;8.0;67.0;32.0;270.0;36,6;29,9;36,4;39,1;27,5;8,9;15,3;3.0
Ookmeer;Amsterdam;BU03638000;335;55;50;175;50;5;3;;;;;;36,6;29,9;36,4;39,1;27,5;8,9;15,3;1.0
Osdorper Bovenpolder;Amsterdam;BU03638001;810;115;95;180;260;160;2,2;580.0;9.0;68.0;32.0;170.0;36,4;29,5;37;37,8;28;8,4;15,3;3.0
Bedrijvenpark Lutkemeer;Amsterdam;BU03638002;70;10;20;5;25;10;1,8;811.0;8.0;67.0;33.0;;36,6;29,9;36,4;39,1;27,5;8,9;15,3;4.0
Osdorp-Oost;Amsterdam;WK036381;16680;2720;2080;5000;3755;3130;1,9;283.0;4.0;27.0;73.0;3930.0;29,3;23,3;26;58,7;10,7;14,1;25,5;1.0
Wildeman;Amsterdam;BU03638100;4990;910;575;1415;1110;980;1,9;222.0;4.0;11.0;89.0;550.0;23;17,8;21,8;70,8;4,3;20,8;36,5;1.0
Meer en Oever;Amsterdam;BU03638101;3155;455;300;1060;760;585;1,9;353.0;5.0;44.0;56.0;1070.0;37,7;30,4;32,1;43,4;17,7;7,9;14;1.0
Osdorpplein e.o.;Amsterdam;BU03638102;3275;685;440;1075;640;430;2,2;298.0;4.0;29.0;71.0;1110.0;29,9;22,2;27,2;50;13,1;12,7;21,9;1.0
Calandlaan/Lelylaan;Amsterdam;BU03638103;1245;180;105;330;390;245;1,8;278.0;2.0;25.0;75.0;230.0;30,4;25;26,2;61,6;11,2;16,9;27,8;1.0
Osdorp Zuidoost;Amsterdam;BU03638104;4010;490;655;1120;850;895;1,7;294.0;4.0;35.0;65.0;1040.0;29,7;24,9;25,6;60,6;11,3;10,8;22,5;1.0
Osdorp-Midden;Amsterdam;WK036382;15710;3235;2115;5180;3375;1805;2,2;293.0;6.0;27.0;73.0;2730.0;29,3;21,9;26,3;52,6;13,2;14;24,2;1.0
Osdorp Midden Noord;Amsterdam;BU03638200;2825;545;395;735;610;540;2,2;215.0;14.0;8.0;92.0;270.0;23,5;17,6;22,8;63,8;7,4;18,9;31,1;1.0
Osdorp Midden Zuid;Amsterdam;BU03638201;3485;880;365;1195;655;380;2,3;281.0;3.0;22.0;78.0;480.0;28,8;20,4;25,5;55,7;10,6;16,5;30,3;1.0
Zuidwestkwadrant Osdorp Noord;Amsterdam;BU03638202;3190;630;475;1045;620;425;2,2;307.0;5.0;25.0;75.0;580.0;26,5;20;24,4;55,7;10,8;13,9;26,5;1.0
Zuidwestkwadrant Osdorp Zuid;Amsterdam;BU03638203;6210;1180;880;2205;1495;460;2,2;336.0;4.0;42.0;58.0;1440.0;33,4;25,7;29,1;44,7;18,2;10,5;16,7;1.0
De Punt;Amsterdam;WK036383;6225;1140;875;2075;1335;805;2,1;251.0;4.0;32.0;68.0;1040.0;27,6;21,2;25,4;52,6;10,2;10,9;19,4;1.0
De Punt;Amsterdam;BU03638300;6105;1140;875;2040;1260;795;2,1;252.0;4.0;32.0;68.0;1030.0;27,6;21,2;25,4;52,5;10,2;10,9;19,4;1.0
Bedrijvencentrum Osdorp;Amsterdam;BU03638301;120;0;0;35;75;5;1;;9.0;2.0;98.0;;27,6;21,2;25,4;52,6;10,2;10,9;19,4;1.0
Middelveldsche Akerpolder;Amsterdam;WK036384;14470;2490;2080;3470;4555;1870;2,4;410.0;2.0;55.0;44.0;3540.0;37,3;29,3;34,3;34,6;28,9;6,3;11;1.0
Middelveldsche Akerpolder;Amsterdam;BU03638400;3970;800;390;1120;995;665;2,3;355.0;1.0;23.0;77.0;680.0;32,4;24,7;28,9;44,6;17,2;7,7;13,7;1.0
De Aker West;Amsterdam;BU03638401;4570;705;670;1060;1545;595;2,4;403.0;2.0;66.0;34.0;1290.0;38,9;31,2;35,2;32,5;31,2;6;10,7;1.0
De Aker Oost;Amsterdam;BU03638402;5925;985;1030;1295;2015;605;2,6;458.0;2.0;71.0;29.0;1570.0;39,1;30,9;37,5;28,7;35,8;5,6;9;1.0
Slotervaart Noord;Amsterdam;WK036385;8140;1495;1035;2305;2040;1260;2,1;347.0;3.0;33.0;67.0;2220.0;31,8;24,4;28,1;52,8;15;13,7;23,2;1.0
Oostoever Sloterplas;Amsterdam;BU03638500;2510;345;295;515;780;570;2,1;438.0;1.0;64.0;36.0;810.0;39,2;32,3;34,5;40,7;28,1;5,6;14,5;1.0
Emanuel van Meterenbuurt;Amsterdam;BU03638501;2275;435;250;640;535;400;2;356.0;3.0;37.0;63.0;750.0;33,8;25,3;29;50,8;15,3;13,8;21,3;1.0
Jacob Geelbuurt;Amsterdam;BU03638502;3360;715;490;1140;720;295;2,1;274.0;5.0;6.0;94.0;720.0;24,2;17,8;22,5;63,4;4,8;19,9;31,2;1.0
Overtoomse Veld;Amsterdam;WK036386;14145;2165;2610;5955;2330;1085;1,9;320.0;4.0;20.0;80.0;4440.0;33,1;26,4;28,5;50,3;14,8;10,5;17,3;1.0
Overtoomse Veld Noord;Amsterdam;BU03638600;6175;1220;965;2240;1275;475;2,4;339.0;2.0;22.0;78.0;1420.0;30,1;22,7;28,2;45,7;17,9;13,7;23;1.0
Overtoomse Veld Zuid;Amsterdam;BU03638601;4325;650;560;2140;655;325;1,8;297.0;3.0;19.0;81.0;1550.0;33,9;27,7;28,9;53,3;11,8;8,9;14,5;1.0
Rembrandtpark Noord;Amsterdam;BU03638602;940;65;305;410;80;75;1,3;352.0;6.0;0.0;100.0;390.0;34,6;30,4;24,6;63,2;11,1;4,9;6,2;1.0
Rembrandtpark Zuid;Amsterdam;BU03638603;850;70;85;500;105;85;1,6;380.0;6.0;51.0;48.0;510.0;48,9;42,9;37,3;39,9;22,5;4,9;7,4;1.0
Johan Jongkindbuurt;Amsterdam;BU03638604;760;135;135;165;205;120;2,5;262.0;22.0;0.0;100.0;60.0;19,5;14,9;20,1;66,8;9,5;22,1;41,4;1.0
Lucas/Andreasziekenhuis e.o.;Amsterdam;BU03638605;1095;15;560;505;10;0;1,1;278.0;1.0;0.0;100.0;;42,6;39,9;28,9;44,4;12,4;2,2;1,9;1.0
Westlandgracht;Amsterdam;WK036387;11350;1270;2125;5560;1610;780;1,6;305.0;5.0;17.0;83.0;5650.0;38,9;33;29,3;57,3;13,8;11,5;17,3;1.0
Koningin Wilhelminaplein;Amsterdam;BU03638700;2795;235;300;1700;370;180;1,6;376.0;5.0;24.0;76.0;1940.0;49,5;43;36,4;36,6;21,4;3,4;4,1;1.0
Andreasterrein;Amsterdam;BU03638701;1295;275;125;455;300;135;2,3;672.0;3.0;48.0;52.0;580.0;58,2;43,6;45,9;31;41,1;7,5;12,1;1.0
Delflandpleinbuurt Oost;Amsterdam;BU03638702;1575;235;230;605;370;140;1,7;301.0;7.0;16.0;84.0;380.0;34,1;26,8;27,6;65,8;10,5;17,9;26,8;1.0
Delflandpleinbuurt West;Amsterdam;BU03638703;3945;495;765;1825;550;320;1,6;263.0;5.0;14.0;86.0;1550.0;32,2;27,4;25,9;63;8,9;13,6;22,2;1.0
Riekerhaven;Amsterdam;BU03638704;570;20;245;310;0;0;1,1;118.0;8.0;0.0;100.0;380.0;19,5;18,7;17,1;95,1;0,2;33,7;45,5;2.0
Schipluidenbuurt;Amsterdam;BU03638705;1175;15;460;675;20;5;1,2;197.0;4.0;7.0;93.0;770.0;31,6;29,6;22,5;70,3;5,2;7,1;9,5;1.0
Sloter-/Riekerpolder;Amsterdam;WK036388;14035;2025;1730;3510;4545;2225;2,2;409.0;3.0;53.0;47.0;4890.0;39,6;32,2;35,9;31,8;28,3;5,3;8,9;1.0
Riekerpolder;Amsterdam;BU03638800;65;10;5;45;10;0;1,4;;;;;;39,6;32,2;35,9;31,8;28,3;5,3;8,9;3.0
Park Haagseweg;Amsterdam;BU03638801;990;135;100;220;345;185;2,2;472.0;2.0;92.0;8.0;460.0;53,4;43,8;46,9;13,7;41,9;1,9;2,1;2.0
Nieuwe Meer;Amsterdam;BU03638802;165;15;20;30;80;10;1,7;;;;;;23,2;19,1;35,9;31,8;28,3;5,3;8,9;5.0
Sloterweg e.o.;Amsterdam;BU03638803;265;50;30;65;70;60;2,3;823.0;6.0;82.0;18.0;130.0;52,5;40,4;46,9;24,8;46,9;4,8;7,7;3.0
Nieuw Sloten Noordwest;Amsterdam;BU03638804;3110;505;385;765;1010;450;2,4;388.0;2.0;51.0;49.0;960.0;37,1;29,5;34,5;30,8;28,6;4,5;10,1;1.0
Nieuw Sloten Noordoost;Amsterdam;BU03638805;3165;440;330;805;960;635;2,2;402.0;2.0;36.0;64.0;940.0;36,3;29,8;33,1;35,9;24,2;5,6;9,1;1.0
Belgiëplein e.o.;Amsterdam;BU03638806;1085;80;85;300;305;310;1,7;334.0;4.0;44.0;55.0;380.0;34,4;30,6;30,3;50,7;13,4;8,4;19,6;2.0
Nieuw Sloten Zuidwest;Amsterdam;BU03638807;2295;325;370;470;910;220;2,6;429.0;1.0;95.0;5.0;1030.0;42,8;34,8;41;15,4;44,4;2,1;2,6;2.0
Nieuw Sloten Zuidoost;Amsterdam;BU03638808;2175;375;305;690;585;225;2,2;404.0;3.0;19.0;81.0;590.0;38,3;29,7;34,3;34,5;22,7;4,7;5,9;2.0
Dorp Sloten;Amsterdam;BU03638809;710;90;90;130;275;135;2,1;412.0;9.0;75.0;25.0;260.0;45,9;37,6;40,8;30,5;31,4;4,4;6,6;2.0
Slotervaart Zuid;Amsterdam;WK036389;10810;1785;1930;3635;2005;1455;1,9;312.0;6.0;19.0;81.0;2740.0;29;22,9;24,6;61,2;10,4;13,1;22,4;1.0
Louis Chrispijnbuurt;Amsterdam;BU03638900;3260;505;490;960;695;610;1,9;306.0;8.0;21.0;79.0;680.0;27,1;21,8;24,3;62;8,6;11,7;21,3;1.0
Jacques Veltmanbuurt;Amsterdam;BU03638901;3630;575;615;1370;630;440;1,8;277.0;3.0;22.0;78.0;1230.0;31,6;25,2;26,3;57,1;11,4;10,5;18,9;1.0
Staalmanbuurt;Amsterdam;BU03638902;3105;660;465;1015;625;345;2,3;375.0;8.0;16.0;84.0;680.0;31,3;23,2;27,7;52,3;16;14,7;25,8;1.0
Medisch Centrum Slotervaart;Amsterdam;BU03638903;820;45;360;295;50;60;1,2;282.0;2.0;0.0;100.0;;17,6;15,8;13,6;91,2;0,3;28,7;33,9;2.0
Buitenveldert-West;Amsterdam;WK036390;13615;1735;1425;4520;2805;3135;1,7;463.0;7.0;39.0;60.0;5510.0;47,2;38,4;38,1;45;21,6;6,9;14;1.0
Gelderlandpleinbuurt;Amsterdam;BU03639000;4610;490;480;1685;835;1115;1,7;418.0;6.0;33.0;66.0;1820.0;45,8;38,4;35,6;44,9;20;6,7;13,5;1.0
Buitenveldert Midden Zuid;Amsterdam;BU03639002;3805;570;475;1490;760;515;1,8;424.0;9.0;46.0;54.0;1610.0;43,7;34,6;34,7;41;19,6;6,3;10,7;1.0
Buitenveldert Zuidwest;Amsterdam;BU03639003;4105;545;340;1115;930;1175;1,7;472.0;7.0;38.0;62.0;1760.0;48,5;39;37;50,7;22,1;8,3;18,5;1.0
Amsterdamse Bos;Amsterdam;BU03639004;70;5;10;15;20;20;2;612.0;57.0;52.0;48.0;;47,2;38,4;38,1;45;21,6;6,9;14;4.0
Buitenveldert West Midden;Amsterdam;BU03639008;1005;125;110;190;255;315;1,9;805.0;7.0;51.0;49.0;400.0;61,2;49,1;68,4;37,8;35,1;4,7;10,1;1.0
Zuiderhof;Amsterdam;BU03639009;30;0;5;15;5;0;1,2;;;;;;47,2;38,4;38,1;45;21,6;6,9;14;2.0
Buitenveldert-Oost;Amsterdam;WK036391;8100;950;740;2645;1580;2180;1,7;425.0;6.0;31.0;68.0;2950.0;43,5;35,6;34,8;48,1;17,6;8,8;14,6;1.0
De Klenckebuurt;Amsterdam;BU03639100;795;80;30;255;135;295;1,7;510.0;7.0;35.0;64.0;;54,4;44,8;40,3;31,9;24,9;5,3;8,2;1.0
Buitenveldert Oost Midden;Amsterdam;BU03639101;3290;395;260;1060;660;920;1,7;382.0;5.0;23.0;76.0;1140.0;38,5;32,1;32,1;53,3;13,1;11,1;19,8;1.0
Buitenveldert Zuidoost;Amsterdam;BU03639102;4000;475;455;1330;785;960;1,7;446.0;6.0;38.0;62.0;1460.0;46,3;37,2;36,1;46,4;20,3;7,2;10,6;1.0
Amstelpark;Amsterdam;BU03639103;10;0;5;5;5;0;3;;;;;;43,5;35,6;34,8;48,1;17,6;8,8;14,6;2.0
Amstel III/Bullewijk;Amsterdam;WK036392;745;15;370;285;60;10;1,1;118.0;3.0;2.0;98.0;520.0;;;;87,9;3,2;16,4;20,7;3.0
Hoofdcentrum Zuidoost;Amsterdam;BU03639200;20;0;0;15;0;0;1,1;;;;;;;;;87,9;3,2;16,4;20,7;2.0
Amstel III deel A/B Noord;Amsterdam;BU03639201;75;0;10;45;10;0;1,2;;;;;;;;;87,9;3,2;16,4;20,7;2.0
Amstel III deel C/D Noord;Amsterdam;BU03639202;25;0;0;20;5;0;1,2;;;;;;;;;87,9;3,2;16,4;20,7;4.0
Amstel III deel A/B Zuid;Amsterdam;BU03639203;450;5;295;140;15;0;1,1;101.0;3.0;0.0;100.0;;17,3;16,2;14,6;94,7;0,7;15,3;21,2;2.0
Amstel III deel C/D Zuid;Amsterdam;BU03639204;5;0;0;5;0;5;1,3;;;;;;;;;87,9;3,2;16,4;20,7;5.0
AMC;Amsterdam;BU03639205;35;0;0;15;20;0;1;;;;;;;;;87,9;3,2;16,4;20,7;3.0
Hoge Dijk;Amsterdam;BU03639206;140;10;60;50;15;10;1,2;;;;;40.0;;;;87,9;3,2;16,4;20,7;5.0
Bijlmer Centrum (D,F,H);Amsterdam;WK036393;24935;3820;4940;8115;6085;1975;1,7;197.0;4.0;18.0;81.0;5540.0;25,4;20,5;22,1;69,1;5,8;18,3;28,5;1.0
Venserpolder West;Amsterdam;BU03639300;5210;755;580;1770;1460;640;1,7;206.0;5.0;22.0;77.0;1440.0;26,7;22;23,5;66,6;4,4;18,8;30,6;1.0
Venserpolder Oost;Amsterdam;BU03639301;3460;500;420;1290;970;280;1,7;229.0;2.0;34.0;66.0;770.0;27,1;22,2;23,8;65,3;5,3;17,7;26,4;1.0
D-buurt;Amsterdam;BU03639302;1950;130;1140;530;120;35;1,2;48.0;5.0;1.0;99.0;420.0;15,6;13,4;13;93,7;0,5;19,9;29,6;1.0
F-buurt;Amsterdam;BU03639303;4470;785;840;1620;1005;215;2;245.0;4.0;29.0;71.0;1170.0;31,2;24,7;26,9;55,5;12;8,5;13,6;1.0
Amsterdamse Poort;Amsterdam;BU03639304;1395;165;270;395;400;170;1,4;207.0;4.0;0.0;100.0;180.0;23,3;19;20,3;81,1;1,8;25,3;43,3;1.0
Hoptille;Amsterdam;BU03639305;1925;270;645;630;325;65;1,5;167.0;7.0;6.0;79.0;450.0;19,8;15,8;17,6;79,7;2,4;23,7;35,6;2.0
Rechte H-buurt;Amsterdam;BU03639306;3070;580;510;820;890;280;1,9;222.0;4.0;18.0;82.0;430.0;22,7;17,8;21,7;68,2;5,2;22,4;34,2;1.0
Hakfort/Huigenbos;Amsterdam;BU03639307;2545;500;425;825;645;145;1,9;215.0;4.0;0.0;100.0;370.0;21,7;16,8;20,6;72,7;3,3;25;36,5;2.0
Huntum;Amsterdam;BU03639308;205;25;25;40;55;60;2,1;413.0;4.0;85.0;15.0;70.0;41;35,2;22,1;69,1;5,8;18,3;28,5;1.0
Vogeltjeswei;Amsterdam;BU03639309;710;115;90;190;220;100;2,4;331.0;1.0;59.0;41.0;150.0;31,1;25,2;29,6;42;24,6;10,6;19;1.0
Nelson Mandelapark;Amsterdam;BU03639310;0;0;0;0;0;0;;;;;;;25,4;20,5;22,1;69,1;5,8;18,3;28,5;1.0
Bijlmer Oost (E,G,K);Amsterdam;WK036394;29770;5005;4425;8760;7855;3725;1,9;252.0;3.0;32.0;68.0;5820.0;27,9;22,3;24,9;59,5;9,7;15,6;25,9;1.0
E-buurt;Amsterdam;BU03639400;2180;540;505;655;440;40;2,5;372.0;4.0;51.0;49.0;440.0;34,2;24,3;28,5;41,6;26,1;7,5;9,4;1.0
G-buurt West;Amsterdam;BU03639401;3710;490;535;1210;1080;395;1,9;310.0;3.0;38.0;62.0;760.0;30,5;25,5;27,5;49,9;13,7;10,6;16,5;1.0
Bijlmermuseum Noord;Amsterdam;BU03639402;2345;405;310;525;685;420;1,8;222.0;4.0;8.0;91.0;240.0;20,9;16,8;20,5;75,2;3;22,3;43;1.0
Kortvoort;Amsterdam;BU03639403;2625;370;300;725;725;505;1,6;194.0;2.0;12.0;88.0;330.0;23,4;19,5;20,9;74,9;2,2;21,6;37,2;1.0
Kelbergen;Amsterdam;BU03639404;1020;165;170;230;285;175;2,2;251.0;1.0;20.0;80.0;130.0;24,7;19,9;24,1;55;9,1;10,7;21,8;1.0
K-buurt Midden;Amsterdam;BU03639405;2400;460;385;830;585;150;1,8;178.0;3.0;0.0;100.0;420.0;24,9;19,4;21,9;70,9;3,6;20;31,3;1.0
K-buurt Zuidoost;Amsterdam;BU03639406;1405;360;200;550;260;45;2,4;367.0;2.0;42.0;58.0;300.0;33,6;23,9;28,4;39,9;20;10,8;13,8;2.0
K-buurt Zuidwest;Amsterdam;BU03639407;1445;300;260;395;390;105;2,4;306.0;3.0;56.0;44.0;190.0;28,6;21,9;27;44,7;17,3;11,5;21;1.0
Grunder/Koningshoef;Amsterdam;BU03639408;1745;350;255;560;470;105;2,2;317.0;3.0;51.0;49.0;390.0;30,7;23,9;28;41,9;14,7;8,8;14,7;1.0
G-buurt Oost;Amsterdam;BU03639409;3195;255;430;750;785;975;1,6;262.0;4.0;66.0;34.0;980.0;34,1;30,2;30,1;50,5;13,3;7,2;14,8;1.0
Kantershof;Amsterdam;BU03639410;2190;290;255;480;695;470;1,8;244.0;4.0;53.0;47.0;490.0;28,3;23,7;25,5;58,1;11,1;14,2;27,3;2.0
Gooise Kant;Amsterdam;BU03639411;585;155;60;280;85;5;2,4;389.0;6.0;73.0;27.0;220.0;38,3;27,4;33,3;23,1;24,4;3,2;4,1;1.0
G-buurt Noord;Amsterdam;BU03639412;1780;325;230;510;605;110;1,7;151.0;1.0;0.0;100.0;130.0;21;16,7;19,2;79,5;1,8;32,5;45,8;1.0
Bijlmermuseum Zuid;Amsterdam;BU03639413;3155;550;535;1050;780;235;1,8;233.0;5.0;25.0;75.0;730.0;23,9;18,9;22,3;68,4;3,9;19,4;29,6;1.0
Nellestein;Amsterdam;WK036395;3035;370;260;980;795;630;1,7;242.0;5.0;43.0;57.0;1100.0;34,8;29,7;29,9;47,8;9,4;7,8;13,4;2.0
L-buurt;Amsterdam;BU03639500;2980;365;250;975;770;620;1,6;238.0;4.0;42.0;58.0;1080.0;34,7;29,6;29,7;48,1;9;7,8;13,5;2.0
Gaasperpark;Amsterdam;BU03639501;20;0;5;0;10;0;2,1;;;;;;34,8;29,7;29,9;47,8;9,4;7,8;13,4;4.0
Gaasperplas;Amsterdam;BU03639502;35;0;10;10;15;10;2,1;472.0;14.0;81.0;19.0;;34,8;29,7;29,9;47,8;9,4;7,8;13,4;5.0
Holendrecht/Reigersbos;Amsterdam;WK036396;18385;3190;2365;4860;4905;3075;2;247.0;3.0;26.0;73.0;3020.0;26,6;21,3;24,9;57,3;8,5;14,4;26,3;1.0
Holendrecht West;Amsterdam;BU03639600;2940;655;460;635;690;505;2;215.0;3.0;0.0;100.0;180.0;20,6;15,7;20,2;73,2;2,5;22,5;43,7;2.0
Reigersbos Noord;Amsterdam;BU03639601;4320;900;635;1120;1160;505;2,1;235.0;3.0;13.0;87.0;390.0;23,6;18,2;22,8;62,2;5,9;18,6;33;1.0
Holendrecht Oost;Amsterdam;BU03639602;2535;365;260;600;630;685;2,2;312.0;1.0;56.0;44.0;680.0;31,1;25,8;30,6;35,4;16,9;5,7;11,1;1.0
Gaasperdam Noord;Amsterdam;BU03639603;2020;305;225;665;615;200;1,8;242.0;6.0;33.0;67.0;380.0;28,8;23,4;26;56,5;7,7;14,4;23,8;1.0
Gaasperdam Zuid;Amsterdam;BU03639604;1510;185;195;440;425;265;1,6;212.0;6.0;36.0;64.0;350.0;27,1;23;24,3;64,6;4,2;12,6;23,9;1.0
Reigersbos Midden;Amsterdam;BU03639605;2495;380;330;700;665;425;1,9;237.0;2.0;31.0;69.0;450.0;27,4;22,5;25,2;58,3;9,4;11,8;22,7;2.0
Reigersbos Zuid;Amsterdam;BU03639606;2570;410;270;690;715;485;2,1;289.0;3.0;37.0;63.0;600.0;31;25,3;28,3;44,1;14,9;10,5;16,7;2.0
Gein;Amsterdam;WK036397;11325;1725;1385;3050;3435;1720;2;254.0;5.0;40.0;60.0;2800.0;29,9;24,4;27,5;48,4;12,6;11,5;19,2;2.0
Gein Noordwest;Amsterdam;BU03639700;3000;485;420;870;830;400;1,7;214.0;8.0;21.0;79.0;430.0;25,9;20,9;23,4;64,6;5,1;17,2;31;2.0
Gein Zuidwest;Amsterdam;BU03639701;1685;310;225;565;470;115;1,9;218.0;1.0;24.0;76.0;530.0;25,9;20,4;23,6;63,1;5,1;17,7;27,4;1.0
Gein Noordoost;Amsterdam;BU03639702;3265;440;400;700;1120;600;2,3;318.0;2.0;96.0;4.0;920.0;35,6;29,5;35;20,6;28;2,3;3,3;2.0
Gein Zuidoost;Amsterdam;BU03639703;3375;495;340;915;1025;605;2;258.0;6.0;23.0;77.0;860.0;29,5;24,4;27,2;48;11,1;10,6;17;2.0
Driemond;Amsterdam;WK036398;1625;300;190;350;495;285;2,4;358.0;2.0;58.0;42.0;350.0;36,1;28,5;33,7;32;26,1;4,9;9,6;5.0
Dorp Driemond;Amsterdam;BU03639800;1490;265;175;320;455;280;2,3;335.0;2.0;55.0;45.0;310.0;35,5;28,4;33,3;32,8;24,3;5,2;9,8;5.0
Landelijk gebied Driemond;Amsterdam;BU03639801;135;40;20;30;40;10;3,2;739.0;5.0;98.0;2.0;50.0;36,1;29,6;33,7;32;26,1;4,9;9,6;4.0
