"District_Type";"Municipality_Name";"Area_Code";"Population_Total";"Pop_Age_0_15";"Pop_Age_15_25";"Pop_Age_25_45";"Pop_Age_45_65";"Pop_Age_65_Plus";"Avg_Household_Size";"Avg_Property_Value_1000EUR";"Pct_Unoccupied_Homes";"Pct_Owner_Occupied";"Pct_Rental";"Higher_Education_Count";"Avg_Income_Per_Income_Recipient_1000EUR";"Avg_Income_Per_Inhabitant_1000EUR";"Avg_Std_Household_Income_1000EUR";"Pct_Lowest_40Pct_Income";"Pct_Highest_20Pct_Income";"Pct_Low_Income_Households";"Pct_Below_120Pct_Social_Min";"Urbanization_Level"
"Wegener Sleeswijkbuurt";"Amsterdam                               ";"BU0363FB08";1485;285;180;385;380;250;2,2;322;2;7;93;;;;;;;;;1
"Slotermeer-West";"Amsterdam                               ";"WK0363FC  ";10790;1910;1650;3500;2490;1245;2,1;323;6;19;81;;;;;;;;;1
"Jan de Louterbuurt";"Amsterdam                               ";"BU0363FC01";3385;515;460;1155;815;450;1,9;357;9;35;65;;;;;;;;;1
"Lodewijk van Deysselbuurt";"Amsterdam                               ";"BU0363FC02";3420;620;525;1100;820;360;2,3;290;3;7;93;;;;;;;;;1
"Confuciusbuurt";"Amsterdam                               ";"BU0363FC03";3985;780;670;1245;860;435;2,1;321;5;14;86;;;;;;;;;1
"Slotermeer-Noordoost";"Amsterdam                               ";"WK0363FD  ";9260;1775;1260;2970;2255;1000;2,1;344;6;26;74;;;;;;;;;1
"Arondeusbuurt";"Amsterdam                               ";"BU0363FD01";2740;630;405;815;615;275;2,2;354;9;19;81;;;;;;;;;1
"Coronelbuurt";"Amsterdam                               ";"BU0363FD02";1540;245;250;530;380;135;1,9;408;5;65;35;;;;;;;;;1
"Meerwaldtbuurt";"Amsterdam                               ";"BU0363FD03";1945;325;225;580;520;295;2;319;4;7;93;;;;;;;;;1
"Dobbebuurt";"Amsterdam                               ";"BU0363FD04";3035;575;380;1045;745;295;2,1;323;5;24;76;;;;;;;;;1
"Slotermeer-Zuidoost";"Amsterdam                               ";"WK0363FE  ";6785;1050;930;2475;1500;830;1,8;341;4;24;76;;;;;;;;;1
"Dichtersbuurt";"Amsterdam                               ";"BU0363FE01";1070;140;100;380;255;200;1,7;257;2;11;89;;;;;;;;;1
"Louis Couperusbuurt";"Amsterdam                               ";"BU0363FE02";2320;395;330;895;470;235;1,8;278;4;10;90;;;;;;;;;1
"Noordoever Sloterplas";"Amsterdam                               ";"BU0363FE03";3395;520;500;1200;775;395;1,9;422;5;40;60;;;;;;;;;1
"Sloterpark";"Amsterdam                               ";"BU0363FE04";0;0;0;0;0;0;;;;;;;;;;;;;;1
"Lutkemeer/Ookmeer";"Amsterdam                               ";"WK0363FF  ";1255;145;155;435;325;190;2,1;787;10;70;30;;;;;;;;;3
"Osdorper Bovenpolder";"Amsterdam                               ";"BU0363FF01";745;95;85;165;225;170;2,1;767;10;70;30;;;;;;;;;3
"Ookmeer";"Amsterdam                               ";"BU0363FF02";440;45;55;255;70;10;3;;;;;;;;;;;;;1
"Bedrijvenpark Lutkemeer";"Amsterdam                               ";"BU0363FF03";70;5;15;15;30;5;1,8;1049;9;74;26;;;;;;;;;3
"De Aker";"Amsterdam                               ";"WK0363FG  ";14385;2490;2075;3635;4110;2075;2,4;523;3;54;46;;;;;;;;;1
"Middelveldsche Akerpolder";"Amsterdam                               ";"BU0363FG01";4045;880;440;1135;880;705;2,3;457;2;23;77;;;;;;;;;1
"De Aker-West";"Amsterdam                               ";"BU0363FG02";4500;705;630;1135;1390;655;2,3;520;2;64;36;;;;;;;;;1
"De Aker-Oost";"Amsterdam                               ";"BU0363FG03";5835;900;1010;1365;1840;720;2,5;574;4;67;33;;;;;;;;;1
"De Punt";"Amsterdam                               ";"WK0363FH  ";6310;1085;985;2015;1385;835;2,1;321;6;34;66;;;;;;;;;1
"Bedrijvencentrum Osdorp";"Amsterdam                               ";"BU0363FH01";125;5;0;45;65;20;1,4;;14;2;98;;;;;;;;;1
"Dijkgraafpleinbuurt";"Amsterdam                               ";"BU0363FH02";6185;1085;980;1975;1320;820;2,1;323;6;34;66;;;;;;;;;1
"Osdorp-Midden";"Amsterdam                               ";"WK0363FJ  ";15475;2755;2295;5035;3480;1905;2,1;374;4;26;73;;;;;;;;;1
"Reimerswaal";"Amsterdam                               ";"BU0363FJ01";2755;495;360;725;625;555;2,2;328;5;8;92;;;;;;;;;1
"Botteskerkbuurt";"Amsterdam                               ";"BU0363FJ02";3395;715;490;1060;745;380;2,2;339;3;20;80;;;;;;;;;1
"Zuidwestkwadrant-Noord";"Amsterdam                               ";"BU0363FJ03";3130;540;475;1030;630;450;2,1;378;5;23;77;;;;;;;;;1
"Zuidwestkwadrant-Zuid";"Amsterdam                               ";"BU0363FJ04";6200;1005;975;2215;1480;520;2;414;3;41;59;;;;;;;;;1
"Osdorp-Oost";"Amsterdam                               ";"WK0363FK  ";18325;2835;2585;5990;3825;3090;1,9;355;4;25;75;;;;;;;;;1
"Wildeman";"Amsterdam                               ";"BU0363FK01";4910;875;610;1375;1145;905;1,9;277;4;10;90;;;;;;;;;1
"Meer en Oever";"Amsterdam                               ";"BU0363FK02";3220;435;350;1080;745;605;1,9;440;4;45;55;;;;;;;;;1
"Osdorpplein e.o.";"Amsterdam                               ";"BU0363FK03";4780;790;725;2010;785;470;1,9;356;4;21;79;;;;;;;;;1
"Calandlaan/Lelylaan";"Amsterdam                               ";"BU0363FK04";1250;185;110;330;370;250;1,8;352;2;25;75;;;;;;;;;1
"Osdorp-Zuidoost";"Amsterdam                               ";"BU0363FK05";4165;545;785;1200;780;855;1,7;386;3;34;66;;;;;;;;;1
"Slotervaart-Noord";"Amsterdam                               ";"WK0363FL  ";7795;1375;1025;2130;1945;1325;2,1;428;6;33;67;;;;;;;;;1
"Oostoever Sloterplas";"Amsterdam                               ";"BU0363FL01";2430;295;300;500;715;625;2;543;2;63;36;;;;;;;;;1
"Emanuel van Meterenbuurt";"Amsterdam                               ";"BU0363FL02";2335;455;285;630;545;415;2,1;440;4;37;63;;;;;;;;;1
"Jacob Geelbuurt";"Amsterdam                               ";"BU0363FL03";3025;625;440;995;685;285;2,1;331;11;6;94;;;;;;;;;1
"Overtoomse Veld";"Amsterdam                               ";"WK0363FM  ";14685;2155;2805;6140;2440;1140;1,8;403;8;19;81;;;;;;;;;1
"Lucas/Andreasziekenhuis e.o.";"Amsterdam                               ";"BU0363FM01";1245;15;700;510;25;0;1,1;351;0;0;100;;;;;;;;;1
"Overtoomse Veld-Noord";"Amsterdam                               ";"BU0363FM02";5840;1075;815;2145;1235;570;2,3;426;4;23;77;;;;;;;;;1
"Rembrandtpark-Noord";"Amsterdam                               ";"BU0363FM03";1015;65;400;380;100;70;1,3;510;5;0;100;;;;;;;;;1
"Overtoomse Veld-Zuid";"Amsterdam                               ";"BU0363FM04";4650;655;645;2275;710;365;1,8;370;9;16;84;;;;;;;;;1
"Rembrandtpark-Zuid";"Amsterdam                               ";"BU0363FM05";875;95;65;520;125;65;1,7;515;6;56;44;;;;;;;;;1
"Johan Jongkindbuurt";"Amsterdam                               ";"BU0363FM06";1060;255;170;310;260;65;2,2;284;34;0;100;;;;;;;;;1
"Slotervaart-Zuid";"Amsterdam                               ";"WK0363FN  ";11270;1725;2010;3865;2080;1590;1,9;392;5;19;81;;;;;;;;;1
"Louis Crispijnbuurt";"Amsterdam                               ";"BU0363FN01";3310;490;545;890;660;720;1,9;390;11;20;79;;;;;;;;;1
"Jacques Veltmanbuurt";"Amsterdam                               ";"BU0363FN02";3750;505;625;1550;655;415;1,8;350;4;20;80;;;;;;;;;1
"Medisch Centrum Slotervaart";"Amsterdam                               ";"BU0363FN03";870;40;395;310;60;65;1,1;349;5;0;100;;;;;;;;;1
"Staalmanbuurt";"Amsterdam                               ";"BU0363FN04";3340;690;445;1110;705;390;2,3;468;2;20;80;;;;;;;;;1
"Westlandgracht";"Amsterdam                               ";"WK0363FP  ";13250;1215;2920;6470;1800;840;1,5;352;5;14;86;;;;;;;;;1
"Schipluidenbuurt";"Amsterdam                               ";"BU0363FP01";1625;65;450;1020;75;20;1,2;288;4;6;94;;;;;;;;;1
"Koningin Wilhelminaplein";"Amsterdam                               ";"BU0363FP02";3065;260;360;1900;365;180;1,6;457;4;22;78;;;;;;;;;1
"Andreasterrein";"Amsterdam                               ";"BU0363FP03";1270;215;160;400;335;155;2,2;790;3;46;54;;;;;;;;;1
"Delflandpleinbuurt-West";"Amsterdam                               ";"BU0363FP04";4775;470;1095;2230;640;335;1,5;306;4;11;89;;;;;;;;;1
"Delflandpleinbuurt-Oost";"Amsterdam                               ";"BU0363FP05";2110;200;660;710;390;145;1,4;292;6;10;90;;;;;;;;;1
"Riekerhaven";"Amsterdam                               ";"BU0363FP06";410;5;200;210;0;0;1,1;;24;0;100;;;;;;;;;2
"Sloten/Nieuw-Sloten";"Amsterdam                               ";"WK0363FQ  ";14630;2125;1595;4045;4150;2715;2,1;534;2;49;50;;;;;;;;;1
"Dorp Sloten";"Amsterdam                               ";"BU0363FQ01";705;80;75;165;225;155;2;576;7;73;27;;;;;;;;;2
"Nieuw-Sloten-Noordwest";"Amsterdam                               ";"BU0363FQ02";3035;470;365;755;880;570;2,3;522;2;51;49;;;;;;;;;1
"Nieuw-Sloten-Noordoost";"Amsterdam                               ";"BU0363FQ03";3220;485;345;815;850;725;2,2;525;2;35;65;;;;;;;;;1
"Nieuw-Sloten-Zuidwest";"Amsterdam                               ";"BU0363FQ04";2195;310;270;480;810;330;2,4;582;1;94;6;;;;;;;;;1
"Belgiëplein e.o.";"Amsterdam                               ";"BU0363FQ05";1155;95;125;300;270;365;1,7;405;3;42;57;;;;;;;;;2
"Nieuw-Sloten-Zuidoost";"Amsterdam                               ";"BU0363FQ06";2170;420;240;680;580;250;2,3;501;2;20;80;;;;;;;;;2
"Sloterweg e.o.";"Amsterdam                               ";"BU0363FQ07";315;65;35;75;85;60;2,5;1232;16;79;21;;;;;;;;;3
"Park Haagseweg";"Amsterdam                               ";"BU0363FQ08";985;135;80;210;325;230;2,2;622;1;92;8;;;;;;;;;2
"Riekerpolder";"Amsterdam                               ";"BU0363FQ09";695;45;50;540;50;10;1,5;432;3;1;99;;;;;;;;;3
"Nieuwe Meer";"Amsterdam                               ";"BU0363FQ10";155;20;20;30;70;20;1,7;;;;;;;;;;;;;5
"Hoofddorppleinbuurt";"Amsterdam                               ";"WK0363KA  ";11875;1280;1325;5510;2530;1230;1,7;534;6;38;61;;;;;;;;;1
"Westlandgrachtbuurt";"Amsterdam                               ";"BU0363KA01";3650;430;365;1700;775;380;1,7;519;5;35;65;;;;;;;;;1
"Surinamepleinbuurt";"Amsterdam                               ";"BU0363KA02";1550;190;155;685;325;195;1,7;598;8;40;60;;;;;;;;;1
"Legmeerpleinbuurt";"Amsterdam                               ";"BU0363KA03";1675;195;180;710;390;200;1,7;572;6;33;66;;;;;;;;;1
"Aalsmeerwegbuurt-West";"Amsterdam                               ";"BU0363KA04";2540;260;255;1330;495;200;1,7;492;5;45;55;;;;;;;;;1
"Aalsmeerwegbuurt-Oost";"Amsterdam                               ";"BU0363KA05";2175;210;220;1010;505;230;1,6;534;5;39;60;;;;;;;;;1
"Bedrijventerrein Schinkel";"Amsterdam                               ";"BU0363KA06";285;0;145;75;50;15;1,2;;;;;;;;;;;;;1
"Schinkelbuurt";"Amsterdam                               ";"WK0363KB  ";3865;310;440;1820;830;465;1,5;516;8;26;73;;;;;;;;;1
"Schinkelbuurt-Noord";"Amsterdam                               ";"BU0363KB01";2475;205;275;1225;540;235;1,6;528;6;33;67;;;;;;;;;1
"Schinkelbuurt-Zuid";"Amsterdam                               ";"BU0363KB02";1395;105;165;595;295;230;1,5;498;12;17;83;;;;;;;;;1
"Willemspark";"Amsterdam                               ";"WK0363KC  ";5565;920;650;1675;1525;795;2;1155;11;49;51;;;;;;;;;1
"Vondelpark-West";"Amsterdam                               ";"BU0363KC01";0;0;0;0;0;0;;;;;;;;;;;;;;1
"Willemsparkbuurt-Noord";"Amsterdam                               ";"BU0363KC02";1540;205;220;470;440;205;1,9;1324;15;47;53;;;;;;;;;1
"Valeriusbuurt-West";"Amsterdam                               ";"BU0363KC03";2610;455;255;860;650;385;2;956;8;46;54;;;;;;;;;1
"Valeriusbuurt-Oost";"Amsterdam                               ";"BU0363KC04";1415;260;170;345;435;205;2,2;1340;13;56;44;;;;;;;;;1
"Museumkwartier";"Amsterdam                               ";"WK0363KD  ";12735;1640;1395;3915;3240;2550;1,8;1134;12;41;59;;;;;;;;;1
"Vondelpark-Oost";"Amsterdam                               ";"BU0363KD01";0;0;0;0;0;5;1;;;;;;;;;;;;;1
"Cornelis Schuytbuurt";"Amsterdam                               ";"BU0363KD02";2980;495;355;860;830;440;2;1449;15;55;45;;;;;;;;;1
"Concertgebouwbuurt";"Amsterdam                               ";"BU0363KD03";1875;275;220;555;530;295;1,9;1344;17;54;45;;;;;;;;;1
"P.C. Hooftbuurt";"Amsterdam                               ";"BU0363KD04";815;85;90;295;215;135;1,7;1189;24;34;66;;;;;;;;;1
"Museumplein";"Amsterdam                               ";"BU0363KD05";10;0;0;0;0;0;1,6;;;;;;;;;;;;;1
"Banpleinbuurt";"Amsterdam                               ";"BU0363KD06";765;90;110;135;220;215;2;1748;9;56;44;;;;;;;;;1
"Hondecoeterbuurt";"Amsterdam                               ";"BU0363KD07";2040;290;220;680;475;385;1,9;1044;11;39;61;;;;;;;;;1
"Johannes Vermeerbuurt";"Amsterdam                               ";"BU0363KD08";1510;190;160;480;400;270;1,9;1221;12;48;52;;;;;;;;;1
"Duivelseiland";"Amsterdam                               ";"BU0363KD09";1405;120;145;705;290;135;1,6;599;9;33;67;;;;;;;;;1
"Harmoniehofbuurt";"Amsterdam                               ";"BU0363KD10";1335;85;85;210;270;675;1,5;650;3;0;100;;;;;;;;;1
"Oude Pijp";"Amsterdam                               ";"WK0363KE  ";15035;1070;2130;7220;3065;1550;1,5;523;8;25;75;;;;;;;;;1
"Frans Halsbuurt";"Amsterdam                               ";"BU0363KE01";2640;190;355;1265;565;270;1,5;547;9;28;72;;;;;;;;;1
"Gerard Doubuurt";"Amsterdam                               ";"BU0363KE02";2025;150;255;940;435;240;1,5;529;8;24;75;;;;;;;;;1
"Hercules Seghersbuurt";"Amsterdam                               ";"BU0363KE03";2535;155;335;1265;495;285;1,4;466;7;18;82;;;;;;;;;1
"Sarphatiparkbuurt";"Amsterdam                               ";"BU0363KE04";5180;320;815;2525;1005;515;1,5;493;9;25;75;;;;;;;;;1
"Hemonybuurt";"Amsterdam                               ";"BU0363KE05";2650;250;365;1230;560;240;1,6;618;9;30;70;;;;;;;;;1
"Nieuwe Pijp";"Amsterdam                               ";"WK0363KF  ";12650;1015;1430;5890;2655;1655;1,5;498;8;26;73;;;;;;;;;1
