BUURTCODE_2015,BUURTCODE_CBS_2015,BUURTNAAM_2015,BUURTCODE_2022,BUURTCODE_CBS_2022,BUURTNAAM_2022,WIJKCODE_2022,WIJKNAAM_2022,STADSDEELCODE,STADSDEELNAAM,latitude,longitude,geometrie
N60b,BU03636001,Bloemenbuurt Zuid,NK02,BU0363NK02,Bloemenbuurt-Zuid,NK,Volewijck,N,Noord,52.39426555539424,4.91529079500752,"SRID=28992;POLYGON ((122579.284 490345.782, 122590.732 490302.232, 122596.943 490286.965, 122605.595 490270.826, 122616.409 490255.206, 122668.672 490195.683, 122694.206 490162.744, 122719.572 490124.644, 122743.761 490080.918, 122764.619 490035.508, 122783.626 489984.416, 122790.628 489960.958, 122800.907 489906.906, 123288.378 489738.364, 123188.703 489429.938, 123144.327 489315.044, 123110.817 489257.989, 123075.047 489202.323, 122900.689 489314.783, 122688.084 489450.217, 122702.606 489471.928, 122708.526 489482.772, 122712.837 489494.349, 122715.45 489506.424, 122716.312 489518.749, 122711.008 489590.807, 122708.238 489609.789, 122704.156 489628.532, 122699.605 489644.412, 122693.919 489660.488, 122654.148 489757.365, 122565.496 490011.541, 122561.103 490021.158, 122555.516 490030.134, 122549.186 490037.933, 122541.552 490045.247, 122533.931 490050.947, 122464.427 490096.192, 122511.306 490169.069, 122512.823 490172.678, 122513.449 490177.199, 122512.799 490181.716, 122463.336 490325.718, 122579.284 490345.782))"
N60c,BU03636002,Bloemenbuurt Noord,NK01,BU0363NK01,Bloemenbuurt-Noord,NK,Volewijck,N,Noord,52.3981492985996,4.916682968961413,"SRID=28992;POLYGON ((122873.427 490449.61, 122892.874 490449.953, 122907.661 490447.611, 122937.743 490439.751, 122964.816 490430.158, 123174.061 490345.133, 123186.81 490338.288, 123196.734 490330.889, 123257.031 490274.968, 123265.138 490272.754, 123278.981 490272.803, 123284.686 490270.735, 123288.256 490268.366, 123292.491 490263.748, 123298.867 490254.171, 123306.954 490238.957, 123279.186 490224.108, 123273.063 490219.208, 123267.77 490213.421, 123261.659 490203.385, 123258.027 490192.211, 123257.069 490180.501, 123257.947 490172.708, 123260.019 490165.143, 123282.954 490119.838, 123339.124 490021.124, 123344.253 490010.937, 123349.315 489997.613, 123352.816 489983.796, 123354.708 489969.669, 123354.968 489955.418, 123353.592 489941.231, 123350.598 489927.296, 123318.205 489830.657, 123288.378 489738.364, 122800.907 489906.906, 122790.628 489960.958, 122783.626 489984.416, 122764.619 490035.508, 122743.761 490080.918, 122719.572 490124.644, 122694.206 490162.744, 122668.672 490195.683, 122616.409 490255.206, 122605.595 490270.826, 122596.943 490286.965, 122590.732 490302.232, 122579.284 490345.782, 122463.336 490325.718, 122449.26 490452.977, 122485.346 490449.929, 122509.266 490446.643, 122544.837 490439.846, 122568.284 490434.081, 122744.067 490438.401, 122748.135 490437.768, 122756.593 490434.183, 122765.209 490432.073, 122770.109 490431.908, 122777.789 490433.017, 122794.702 490430.924, 122851.828 490445.054, 122873.427 490449.61))"
N61a,BU03636100,IJplein e.o.,NL04,BU0363NL04,IJplein e.o.,NL,IJplein/Vogelbuurt,N,Noord,52.3818902948637,4.9119698817490605,"SRID=28992;POLYGON ((123140.853 488622.824, 123111.15 488617.71, 123130.854 488514.482, 123125.621 488495.972, 123179.159 488207.731, 123018.567 488179.263, 122575.707 488113.111, 122547.724 488111.914, 122417.718 488106.353, 122345.391 488109.977, 122271.166 488125.514, 122262.93 488127.922, 122235.462 488135.418, 122199.444 488146.487, 122120.496 488175.947, 122049.267 488210.959, 121981.428 488250.834, 121970.138 488258.368, 122338.057 488534.954, 122382.526 488475.785, 122386.528 488472.36, 122392.009 488470.501, 122396.231 488470.575, 122400.255 488471.854, 122414.7 488481.298, 122426.833 488492.81, 122453.913 488525.938, 122460.859 488530.663, 122464.811 488532.127, 122471.051 488533.087, 122479.38 488531.994, 122486.93 488528.31, 122545.883 488477.146, 122565.39 488480.737, 122577.463 488481.533, 122589.56 488481.317, 122601.597 488480.092, 122613.86 488477.796, 122648.997 488467.605, 122673.478 488462.78, 122698.286 488460.119, 122723.235 488459.64, 122748.129 488461.349, 122772.776 488465.231, 122796.989 488471.257, 122820.582 488479.381, 122843.373 488489.541, 122882.636 488512.298, 122911.603 488533.265, 122927.164 488546.518, 122945.502 488564.304, 123030.365 488663.15, 123047.951 488681.279, 123062.132 488693.842, 123082.25 488709.114, 123098.163 488719.395, 123120.354 488731.458, 123140.853 488622.824))"
N61b,BU03636101,Vogelbuurt Zuid,NL03,BU0363NL03,Vogelbuurt-Zuid,NL,IJplein/Vogelbuurt,N,Noord,52.3860410747001,4.916281281832322,"SRID=28992;POLYGON ((123098.163 488719.395, 123082.25 488709.114, 123062.132 488693.842, 123047.951 488681.279, 123030.365 488663.15, 122945.502 488564.304, 122927.164 488546.518, 122911.603 488533.265, 122882.636 488512.298, 122843.373 488489.541, 122820.582 488479.381, 122796.989 488471.257, 122772.776 488465.231, 122748.129 488461.349, 122723.235 488459.64, 122698.286 488460.119, 122673.478 488462.78, 122648.997 488467.605, 122613.86 488477.796, 122601.597 488480.092, 122589.56 488481.317, 122577.463 488481.533, 122565.39 488480.737, 122545.883 488477.146, 122486.93 488528.31, 122479.38 488531.994, 122471.051 488533.087, 122464.811 488532.127, 122460.859 488530.663, 122453.913 488525.938, 122426.833 488492.81, 122414.7 488481.298, 122400.255 488471.854, 122396.231 488470.575, 122392.009 488470.501, 122386.528 488472.36, 122382.526 488475.785, 122338.057 488534.954, 122648.642 488768.296, 122698.178 488804.219, 122722.438 488822.863, 122769.9 488861.484, 122815.899 488901.837, 122860.371 488943.867, 122882.014 488965.493, 122924.081 489009.93, 122964.472 489055.896, 123003.132 489103.327, 123021.796 489127.572, 123040.007 489152.158, 123075.047 489202.323, 123460.458 488957.324, 123372.898 488821.256, 123365.723 488812.245, 123360.313 488806.791, 123348.174 488797.396, 123338.101 488791.81, 123323.702 488786.491, 123168.586 488749.954, 123144.06 488741.774, 123120.354 488731.458, 123098.163 488719.395))"
N61c,BU03636102,Vogelbuurt Noord,NL01,BU0363NL01,Vogelbuurt-Noord,NL,IJplein/Vogelbuurt,N,Noord,52.3912918422116,4.923003471908113,"SRID=28992;POLYGON ((123476 489657.623, 123477.627 489652.561, 123480.519 489648.765, 123488.654 489643.884, 123477.759 489613.3, 123510.328 489382.801, 123511.651 489374.742, 123513.059 489373.333, 123509.979 489359.755, 123509.933 489356.166, 123511.584 489351.287, 123519.818 489302.213, 123537.023 489196.289, 123538.215 489178.965, 123538.41 489160.908, 123536.556 489132.497, 123532.011 489104.302, 123524.866 489077.588, 123515.077 489051.726, 123545.853 489040.266, 123571.556 489041.845, 123636.136 489052.774, 123653.49 489052.244, 123670.408 489048.34, 123682.19 489043.4, 123718.2 489024.101, 123851.982 488938.751, 123772.028 488814.732, 123764.138 488819.799, 123757.44 488808.899, 123526.203 488956.195, 123460.458 488957.324, 123075.047 489202.323, 123110.817 489257.989, 123144.327 489315.044, 123188.703 489429.938, 123288.378 489738.364, 123318.205 489830.657, 123350.598 489927.296, 123353.592 489941.231, 123354.968 489955.418, 123354.708 489969.669, 123352.816 489983.796, 123349.315 489997.613, 123344.253 490010.937, 123339.124 490021.124, 123282.954 490119.838, 123260.019 490165.143, 123257.947 490172.708, 123257.069 490180.501, 123258.027 490192.211, 123261.659 490203.385, 123267.77 490213.421, 123273.063 490219.208, 123279.186 490224.108, 123306.954 490238.957, 123357.109 490149.272, 123372.015 490120.418, 123380.005 490101.164, 123408.528 490018.442, 123421.28 489970.406, 123439.583 489885.451, 123441.101 489855.132, 123446.479 489834.094, 123450.015 489809.136, 123465.04 489721.524, 123476 489657.623))"
N61d,BU03636103,Vliegenbos,NL02,BU0363NL02,Vliegenbos,NL,IJplein/Vogelbuurt,N,Noord,52.38924506366407,4.932496796033631,"SRID=28992;POLYGON ((124485.086 489026.415, 124443.767 488858.657, 124390.193 488874.567, 124089.279 488955.806, 124080.838 488957.85, 124076.484 488957.997, 124043.907 488835.017, 124041.707 488831.108, 124039.23 488828.82, 124035.16 488826.934, 124030.688 488826.588, 124025.388 488828.368, 123851.982 488938.751, 123718.2 489024.101, 123682.19 489043.4, 123670.408 489048.34, 123653.49 489052.244, 123636.136 489052.774, 123571.556 489041.845, 123545.853 489040.266, 123515.077 489051.726, 123524.866 489077.588, 123532.011 489104.302, 123536.556 489132.497, 123538.41 489160.908, 123538.215 489178.965, 123537.023 489196.289, 123519.818 489302.213, 123540.417 489305.495, 123548.586 489305.215, 123634.732 489326.881, 123634.726 489326.192, 123673.569 489335.248, 123725.39 489345.977, 123781.497 489354.175, 123824.846 489359.983, 123900.233 489368.096, 123982.333 489374.931, 123982.286 489375.522, 123990.72 489376.19, 124064.05 489379.03, 124076.7 489378.738, 124076.841 489377.463, 124085.439 489378.449, 124085.239 489381.179, 124096.343 489383.148, 124109.061 489381.188, 124109.741 489385.454, 124118.988 489384.071, 124118.319 489379.874, 124130.645 489377.525, 124133.36 489376.337, 124155.16 489373.62, 124155.707 489377.605, 124163.632 489377.18, 124204.258 489366.118, 124448.788 489308.105, 124531.64 489215.432, 124485.086 489026.415))"
N62a,BU03636200,Tuindorp Nieuwendam West,NN01,BU0363NN01,Tuindorp Nieuwendam-West,NN,Tuindorp Nieuwendam,N,Noord,52.39301226297582,4.939671508337845,"SRID=28992;POLYGON ((124737.283 489527.854, 124666.961 489413.831, 124627.886 489359.874, 124609.02 489366.548, 124579.758 489374.983, 124573.036 489378.134, 124530.543 489389.873, 124522.977 489391.661, 124519.455 489387.358, 124463.967 489404.994, 124443.658 489422.904, 124422.855 489439.129, 124346.383 489491.124, 124329.982 489498.747, 124280.717 489512.879, 124269.407 489518.336, 124262.898 489523.625, 124220.063 489566.41, 124247.971 489574.736, 124279.546 489587.277, 124301.301 489598.04, 124339.953 489619.819, 124557.659 489743.38, 124565.652 489744.543, 124573.562 489742.901, 124623.782 489718.142, 124789.313 489636.274, 124737.283 489527.854))"
N62b,BU03636201,Tuindorp Nieuwendam Oost,NN02,BU0363NN02,Tuindorp Nieuwendam-Oost,NN,Tuindorp Nieuwendam,N,Noord,52.39006895051047,4.947576910303973,"SRID=28992;POLYGON ((125402.887 489197.437, 125400.787 488851.394, 125376.477 488848.32, 125222.417 488841.546, 125184.048 488853.508, 125120.985 488859.271, 125105.279 488864.78, 125105.995 488865.814, 125095.507 488870.732, 125087.027 488880.93, 125094.407 488888.683, 125080.952 488895.765, 125072.341 488896.375, 125068.55 488898.025, 124997.506 488981.025, 124985.597 488996.023, 124957.66 489035.715, 124899.129 489112.009, 124894.603 489128.66, 124879.232 489142.249, 124861.28 489171.25, 124853.79 489180.604, 124836.629 489196.654, 124809.861 489219.833, 124794.661 489232.182, 124750.832 489264.467, 124705.36 489319.409, 124688.455 489335.705, 124680.565 489341.14, 124671.438 489345.646, 124638.62 489355.672, 124627.886 489359.874, 124666.961 489413.831, 124737.283 489527.854, 124789.313 489636.274, 124845.965 489608.255, 125347.753 489360.382, 125369.851 489295.366, 125402.887 489197.437))"
N63a,BU03636300,Blauwe Zand,NM01,BU0363NM01,Blauwe Zand,NM,Tuindorp Buiksloot,N,Noord,52.39298732796568,4.928218330419448,"SRID=28992;POLYGON ((124095.234 489509.822, 124114.59 489488, 124131.743 489501.031, 124145.723 489478.824, 124132.879 489467.008, 124132.253 489463.647, 124113.471 489447.122, 124098.947 489432.742, 124098.302 489429.385, 124039.991 489425.374, 124039.368 489431.353, 123998.879 489428.371, 123883.684 489417.081, 123792.864 489406.804, 123790.286 489404.509, 123701.302 489395.281, 123702.36 489387.127, 123546.421 489358.946, 123540.101 489400.231, 123518.349 489522.868, 123512.484 489562.678, 123485.585 489766.742, 123508.652 489813.687, 124126.216 489559.707, 124143.535 489557.231, 124095.234 489509.822))"
N64a,BU03636400,Buiksloterdijk West,NF01,BU0363NF01,Buiksloterdijk-West,NF,Nieuwendammerdijk/Buiksloterdijk,N,Noord,52.40041724538638,4.918514919697005,"SRID=28992;POLYGON ((123039.605 490454.438, 123129.522 490414.85, 123149.924 490407.719, 123194.031 490387.552, 123200.736 490384.009, 123305.02 490317.03, 123345.459 490259.147, 123306.954 490238.957, 123298.867 490254.171, 123292.491 490263.748, 123288.256 490268.366, 123284.686 490270.735, 123278.981 490272.803, 123265.138 490272.754, 123257.031 490274.968, 123196.734 490330.889, 123186.81 490338.288, 123174.061 490345.133, 122964.816 490430.158, 122937.743 490439.751, 122907.661 490447.611, 122892.874 490449.953, 122873.427 490449.61, 122851.828 490445.054, 122849.222 490468.719, 122849.751 490468.83, 122846.276 490487.353, 122844.933 490511.469, 123039.605 490454.438))"
N64c,BU03636402,Nieuwendammerdijk West,NF03,BU0363NF03,Nieuwendammerdijk-West,NF,Nieuwendammerdijk/Buiksloterdijk,N,Noord,52.39164317200327,4.933748673725347,"SRID=28992;POLYGON ((124262.898 489523.625, 124269.407 489518.336, 124280.717 489512.879, 124329.982 489498.747, 124346.383 489491.124, 124422.855 489439.129, 124443.658 489422.904, 124463.967 489404.994, 124519.455 489387.358, 124522.977 489391.661, 124530.543 489389.873, 124573.036 489378.134, 124579.758 489374.983, 124609.02 489366.548, 124627.886 489359.874, 124613.786 489327.812, 124608.611 489308.648, 124587.855 489243.749, 124531.64 489215.432, 124448.788 489308.105, 124204.258 489366.118, 124163.632 489377.18, 124155.707 489377.605, 124155.16 489373.62, 124133.36 489376.337, 124130.645 489377.525, 124118.319 489379.874, 124118.988 489384.071, 124109.741 489385.454, 124109.061 489381.188, 124096.343 489383.148, 124085.239 489381.179, 124085.439 489378.449, 124076.841 489377.463, 124076.7 489378.738, 124064.05 489379.03, 123990.72 489376.19, 123982.286 489375.522, 123982.333 489374.931, 123900.233 489368.096, 123824.846 489359.983, 123781.497 489354.175, 123725.39 489345.977, 123673.569 489335.248, 123634.726 489326.192, 123634.732 489326.881, 123548.586 489305.215, 123540.417 489305.495, 123519.818 489302.213, 123511.584 489351.287, 123509.933 489356.166, 123509.979 489359.755, 123513.059 489373.333, 123511.651 489374.742, 123510.328 489382.801, 123477.759 489613.3, 123488.654 489643.884, 123480.519 489648.765, 123477.627 489652.561, 123476 489657.623, 123465.04 489721.524, 123485.585 489766.742, 123512.484 489562.678, 123518.349 489522.868, 123540.101 489400.231, 123546.421 489358.946, 123702.36 489387.127, 123701.302 489395.281, 123790.286 489404.509, 123792.864 489406.804, 123883.684 489417.081, 123998.879 489428.371, 124039.368 489431.353, 124039.991 489425.374, 124098.302 489429.385, 124098.947 489432.742, 124113.471 489447.122, 124132.253 489463.647, 124132.879 489467.008, 124145.723 489478.824, 124131.743 489501.031, 124114.59 489488, 124095.234 489509.822, 124143.535 489557.231, 124160.577 489556.667, 124177.038 489557.815, 124220.063 489566.41, 124262.898 489523.625))"
N64d,BU03636403,Nieuwendammerdijk Oost,NF04,BU0363NF04,Nieuwendammerdijk-Oost,NF,Nieuwendammerdijk/Buiksloterdijk,N,Noord,52.388608235804334,4.944436462239024,"SRID=28992;POLYGON ((124638.62 489355.672, 124671.438 489345.646, 124680.565 489341.14, 124688.455 489335.705, 124705.36 489319.409, 124750.832 489264.467, 124794.661 489232.182, 124809.861 489219.833, 124836.629 489196.654, 124853.79 489180.604, 124861.28 489171.25, 124879.232 489142.249, 124894.603 489128.66, 124899.129 489112.009, 124957.66 489035.715, 124985.597 488996.023, 124997.506 488981.025, 125068.55 488898.025, 125072.341 488896.375, 125080.952 488895.765, 125094.407 488888.683, 125087.027 488880.93, 125095.507 488870.732, 125105.995 488865.814, 125105.279 488864.78, 125120.985 488859.271, 125184.048 488853.508, 125222.417 488841.546, 125376.477 488848.32, 125400.787 488851.394, 125400.509 488805.555, 125319.413 488766.834, 125307.23 488762.111, 125294.114 488758.473, 125277.99 488755.884, 125232.925 488752.496, 125212.988 488752.356, 125170.223 488753.976, 125024.96 488918.721, 124972.533 488980.933, 124901.39 489059.979, 124887.792 489077.018, 124834.739 489148.702, 124825.821 489159.333, 124813.709 489172.431, 124800.415 489185.297, 124771.314 489209.147, 124758.026 489194.629, 124745.733 489185.028, 124580.749 489092.74, 124570.933 489075.467, 124485.086 489026.415, 124531.64 489215.432, 124587.855 489243.749, 124608.611 489308.648, 124613.786 489327.812, 124627.886 489359.874, 124638.62 489355.672))"
N64e,BU03636404,Nieuwendammerdijk Zuid,NF05,BU0363NF05,Nieuwendammerdijk-Zuid,NF,Nieuwendammerdijk/Buiksloterdijk,N,Noord,52.38744862066764,4.9431405609402645,"SRID=28992;POLYGON ((124570.933 489075.467, 124580.749 489092.74, 124745.733 489185.028, 124758.026 489194.629, 124771.314 489209.147, 124800.415 489185.297, 124813.709 489172.431, 124825.821 489159.333, 124834.739 489148.702, 124887.792 489077.018, 124901.39 489059.979, 124972.533 488980.933, 125024.96 488918.721, 125170.223 488753.976, 125110.056 488758.794, 125047.993 488766.869, 125042.141 488765.447, 125037.53 488762.404, 125034.657 488758.906, 125030.949 488751.53, 125026.44 488747.241, 125020.731 488744.765, 125014.519 488744.406, 124957.894 488758.184, 124943.587 488767.264, 124930.923 488772.425, 124910.018 488776.707, 124876.78 488785.198, 124862.594 488734.277, 124443.767 488858.657, 124485.086 489026.415, 124570.933 489075.467))"
N65a,BU03636500,Tuindorp Oostzaan West,NC01,BU0363NC01,Tuindorp Oostzaan-West,NC,Tuindorp Oostzaan,N,Noord,52.41657060504274,4.878858693733507,"SRID=28992;POLYGON ((120536.689 492400.261, 120550.193 492386.483, 120565.654 492372.317, 120636.532 492315.856, 120675.565 492248.569, 120698.894 492228.761, 120446.946 491911.103, 120438.17 491918.05, 120436.03 491918.05, 120368.826 491970.215, 120366.786 491970.494, 120353.792 491963.964, 120351.729 491964.082, 120193.56 492087.76, 120179.302 492101.686, 120167.73 492117.914, 120159.211 492135.933, 120155.68 492147.369, 120153.565 492157.894, 120152.423 492169.425, 120152.312 492183.956, 120154.932 492203.852, 120354.671 492460.301, 120359.749 492465.736, 120368.783 492472.261, 120375.54 492475.372, 120386.37 492477.995, 120445.325 492484.868, 120536.689 492400.261))"
N65b,BU03636501,Tuindorp Oostzaan Oost,NC02,BU0363NC02,Tuindorp Oostzaan-Oost,NC,Tuindorp Oostzaan,N,Noord,52.41277223810581,4.887801164291063,"SRID=28992;POLYGON ((121459.801 491977.131, 121457.52 491973.653, 121447.991 491950.097, 121446.388 491924.837, 121455.126 491669.061, 121453.908 491662.362, 121430.143 491630.493, 121422.423 491618.181, 121405.062 491551.155, 121355.045 491487.271, 121310.31 491425.116, 121306.286 491418.012, 121303.057 491400.31, 121298.563 491391.17, 121201.963 491267.866, 121191.951 491276.312, 121188.047 491277.153, 121184.835 491276.239, 121174.873 491283.163, 121175.06 491288.794, 121173.811 491291.791, 121171.705 491294.261, 120903.203 491505.124, 120902.297 491505.995, 120899.911 491515.521, 120893.527 491516.159, 120889.129 491518.175, 120827.355 491565.716, 120771.107 491606.407, 120685.707 491673.931, 120646.71 491703.005, 120616.474 491728.887, 120618.45 491730.44, 120525.07 491804.71, 120499.46 491828.56, 120480.265 491847.587, 120452.987 491874.627, 120450.829 491879.694, 120451.103 491885.545, 120453.492 491891.058, 120460.448 491900.415, 120446.946 491911.103, 120698.894 492228.761, 120715.632 492214.549, 120802.804 492112.582, 120814.916 492096.616, 120875.587 492009.033, 120880.311 492004.533, 120887.676 491999.921, 120893.788 491997.637, 120900.201 491996.439, 120911.039 491996.937, 121010.155 492012.386, 121049.219 492007.234, 121109.318 492015.379, 121339.365 492081.281, 121348.079 492080.639, 121355.03 492077.826, 121398.02 492045.273, 121405.432 492042.957, 121412.095 492043.094, 121456.853 492051.873, 121463.398 492054.114, 121472.811 492060.707, 121499.795 492089.556, 121526.054 492110.324, 121575.334 492121.98, 121459.801 491977.131))"
N65c,BU03636502,Terrasdorp,NC03,BU0363NC03,Terrasdorp,NC,Tuindorp Oostzaan,N,Noord,52.4088925453308,4.896960042522276,"SRID=28992;POLYGON ((121798.102 491033.643, 121804.094 491016.197, 121779.438 490926.928, 121988.187 490771.629, 121898.656 490607.581, 121861.099 490522.651, 121855.789 490515.606, 121478.011 490815.201, 121431.652 490847.83, 121403.364 490869.172, 121387.504 490903.026, 121383.935 490913.556, 121380.601 490928.878, 121371.154 491063.344, 121368.031 491081.392, 121362.178 491100.669, 121354.738 491117.406, 121346.035 491132.187, 121339.542 491141.159, 121327.478 491155.049, 121277.7 491202.66, 121201.963 491267.866, 121298.563 491391.17, 121303.057 491400.31, 121306.286 491418.012, 121310.31 491425.116, 121355.045 491487.271, 121405.062 491551.155, 121422.423 491618.181, 121430.143 491630.493, 121453.908 491662.362, 121455.126 491669.061, 121446.388 491924.837, 121447.991 491950.097, 121457.52 491973.653, 121459.801 491977.131, 121575.334 492121.98, 121706.481 492053.835, 121773.699 491992.882, 121858.199 491875.826, 121989.715 491718.467, 121798.102 491033.643))"
N65d,BU03636503,De Bongerd,NC04,BU0363NC04,De Bongerd,NC,Tuindorp Oostzaan,N,Noord,52.407656473858935,4.903037905517765,"SRID=28992;POLYGON ((122349.067 491210.981, 122344.821 491195.54, 122296.425 491077.505, 122286.74 491058.291, 122274.836 491040.368, 122257.861 491020.92, 122201.475 490972.339, 122027.243 490823.916, 122008.469 490801.435, 121988.187 490771.629, 121779.438 490926.928, 121804.094 491016.197, 121798.102 491033.643, 121989.715 491718.467, 122165.17 491507.242, 122226.465 491448.089, 122256.364 491412.812, 122275.718 491386.126, 122295.255 491355.403, 122307.324 491333.964, 122320.774 491307.132, 122346.313 491249.632, 122349.109 491238.168, 122350.202 491226.956, 122349.067 491210.981))"
N66d,BU03636603,Twiske West,NA04,BU0363NA04,Twiske-West,,Oostzanerwerf,N,Noord,52.42195087685417,4.894699332854978,"SRID=28992;POLYGON ((121775.533 493044.581, 121763.07 492802.637, 121761.962 492750.585, 121766.455 492700.812, 121759.552 492640.832, 121760.205 492640.806, 121753.064 492482.879, 121753.064 492425.069, 121749.302 492387.889, 121745.838 492318.482, 121734.794 492229.091, 121733.767 492225.613, 121731.353 492222.226, 121728.326 492220.022, 121686.676 492202.139, 121636.599 492185.858, 121619.375 492185.678, 121613.262 492199.353, 121604.339 492214.954, 121595.65 492227.157, 121581.34 492244.896, 121572.593 492258.347, 121544.187 492313.492, 121460.098 492458.198, 121395.04 492561.423, 121325.774 492675.178, 121277.851 492762.435, 121117.827 493037.723, 121052.264 493158.389, 121023.271 493204.113, 121027.602 493204.58, 121028.847 493204.714, 121051.949 493207.207, 121055.231 493207.477, 121065.068 493207.472, 121075.436 493207.865, 121085.132 493208.308, 121095.337 493208.455, 121107.423 493209.097, 121120.594 493209.09, 121133.607 493208.982, 121145.313 493208.875, 121159.689 493208.466, 121170.882 493207.708, 121176.701 493207.304, 121187.375 493206.395, 121197.532 493205.34, 121210.064 493203.984, 121220.957 493203.074, 121227.832 493202.173, 121239.959 493201.014, 121252.616 493199.506, 121263.908 493198.151, 121272.702 493197.191, 121281.133 493195.931, 121286.524 493194.938, 121290.624 493194.632, 121295.776 493193.795, 121307.153 493191.714, 121314.717 493190.267, 121323.566 493188.926, 121331.142 493188.562, 121336.744 493187.713, 121342.534 493187.256, 121347.858 493186.693, 121354.266 493185.446, 121363.157 493183.776, 121375.141 493181.372, 121383.348 493179.683, 121388.088 493179.075, 121395.761 493177.958, 121402.367 493176.454, 121407.051 493175.415, 121414.598 493174.51, 121420.979 493173.542, 121425.495 493172.472, 121428.662 493171.527, 121434.92 493170.536, 121445.927 493168.149, 121465.54 493164.361, 121479.137 493162.111, 121484.41 493160.952, 121491.12 493159.347, 121495.876 493158.163, 121499.325 493157.592, 121505.646 493155.905, 121513.503 493154.49, 121519.343 493153.177, 121525.173 493151.64, 121532.139 493150.272, 121538.947 493148.516, 121545.007 493146.933, 121551.061 493145.878, 121555.103 493145.208, 121564.052 493142.703, 121570.787 493140.964, 121581.56 493138.906, 121587.924 493136.485, 121593.64 493134.911, 121598.682 493133.128, 121604.263 493131.542, 121610.471 493130.225, 121616.524 493128.635, 121624.381 493127.366, 121632.005 493124.905, 121637.457 493123.302, 121646.855 493121.344, 121660.736 493115.763, 121665.754 493113.817, 121673.8 493111.685, 121681.685 493109.504, 121685.748 493107.865, 121689.888 493106.567, 121693.599 493105.292, 121705.899 493100.854, 121712.574 493098.693, 121715.685 493097.604, 121721.339 493095.884, 121725.689 493094.281, 121729.911 493092.739, 121734.152 493091.339, 121741.042 493089.139, 121745.354 493087.816, 121747.622 493086.888, 121749.139 493086.968, 121751.762 493087.664, 121750.606 493082.828, 121750.131 493080.675, 121752.868 493080.215, 121754.706 493079.906, 121760.047 493078.278, 121763.486 493077.229, 121774.384 493073.907, 121775.533 493044.581))"
