BUURTCODE_2015,BUURTCODE_CBS_2015,BUURTNAAM_2015,BUURTCODE_2022,BUURTCODE_CBS_2022,BUURTNAAM_2022,WIJKCODE_2022,WIJKNAAM_2022,STADSDEELCODE,STADSDEELNAAM,latitude,longitude,geometrie
N66e,BU03636604,Noorder IJplas,NA01,BU0363NA01,Noorder IJplas,,Oostzanerwerf,N,Noord,52.42316568724159,4.865868782634406,"SRID=28992;POLYGON ((120266.66 493267.856, 120240.896 493186.217, 120216.004 493117.188, 120188.556 493049.135, 120160.332 492985.866, 120129.899 492923.631, 120112.248 492893.635, 120091.84 492865.444, 120074.832 492845.637, 120050.052 492821.2, 120030.01 492804.471, 119963.189 492754.249, 119922.139 492720.805, 119862.678 492668.157, 119815.158 492622.09, 119793.947 492597.888, 119773.646 492572.919, 119740.388 492527.481, 119707.394 492476.197, 119662.333 492399.603, 119377.442 491915.904, 119191.051 492028.163, 118841.043 492188.997, 118866.187 492226.561, 118871.537 492234.107, 118889.246 492260.335, 119012.844 492442.424, 119051.319 492499.076, 119073.939 492532.653, 119092.842 492560.52, 119094.901 492563.416, 119096.899 492566.354, 119098.835 492569.334, 119100.707 492572.353, 119102.516 492575.412, 119104.26 492578.507, 119105.938 492581.639, 119107.551 492584.805, 119109.096 492588.005, 119110.574 492591.236, 119118.954 492615.698, 119124.469 492638.556, 119125.187 492641.946, 119125.835 492645.351, 119126.413 492648.768, 119126.921 492652.196, 119127.358 492655.634, 119127.725 492659.08, 119128.021 492662.533, 119128.246 492665.991, 119128.4 492669.454, 119128.483 492672.918, 119128.495 492676.384, 119128.436 492679.849, 119128.306 492683.312, 119126.591 492706.272, 119123.476 492721.538, 119117.969 492738.517, 119116.188 492743.214, 119114.022 492748.712, 119109.902 492757.537, 119101.815 492775.517, 119034.63 492920.962, 119024.587 492943.069, 119016.009 492961.708, 119004.697 492987.966, 119001.435 492996.365, 118998.454 493004.839, 118996.335 493011.961, 118993.653 493023.112, 118992.369 493030.749, 118991.286 493040.341, 118990.506 493050.756, 118990.222 493062.167, 118990.685 493072.664, 118991.898 493082.465, 118993.459 493092.896, 118993.944 493095.455, 118995.06 493101.351, 118996.513 493108.132, 118998.265 493115.899, 118999.924 493121.854, 119002.607 493129.715, 119004.939 493136.054, 119006.812 493140.731, 119009.147 493146.271, 119011.229 493150.757, 119013.637 493155.38, 119016.555 493160.511, 119020.349 493166.798, 119030.329 493181.359, 119179.678 493390.519, 119201.898 493422.395, 119228.449 493459.171, 119244.214 493480.786, 119260.171 493502.663, 119293.032 493547.561, 119305.59 493564.833, 119309.7 493571.228, 119313.702 493578.846, 119317.175 493587.203, 119321.196 493597.88, 119324.596 493607.719, 119327.219 493618.008, 119329.376 493630.958, 119329.975 493638.09, 119330.004 493645.138, 119329.268 493652.563, 119327.255 493662.713, 119331.095 493664.103, 119334.274 493665.253, 119332.147 493674.266, 119331.929 493675.162, 119329.916 493683.453, 119329.834 493683.791, 119329.302 493685.984, 119325.855 493700.781, 119333.871 493702.901, 119335.99 493703.462, 119337.79 493703.838, 119350.284 493708.159, 119367.35 493714.179, 119373.663 493716.405, 119382.439 493719.501, 119385.091 493720.454, 119385.738 493720.686, 119399.334 493725.574, 119406.029 493727.885, 119413.166 493730.741, 119413.241 493730.771, 119415.905 493731.456, 119423.576 493734.191, 119428.79 493735.963, 119429.506 493742.056, 119430.192 493748.236, 119441.174 493751.836, 119449.709 493754.634, 119466.066 493760.019, 119476.035 493763.331, 119479.489 493764.57, 119483.713 493766.759, 119485.237 493767.276, 119493.641 493766.297, 119496.031 493766.742, 119499.932 493766.318, 119501.778 493766.499, 119506.746 493767.725, 119510.593 493768.767, 119516.239 493771.549, 119521.712 493774.142, 119523.273 493774.663, 119533.062 493777.348, 119542.68 493779.717, 119548.272 493780.889, 119550.408 493781.205, 119556.211 493780.097, 119563.201 493778.964, 119564.903 493778.652, 119568.226 493778.688, 119579.914 493779.488, 119592.204 493780.03, 119599.4 493780.075, 119601.795 493779.882, 119610.678 493778.612, 119619.773 493776.899, 119629.007 493774.86, 119643.371 493771.96, 119656.248 493769.022, 119673.563 493765.357, 119683.445 493762.997, 119689.391 493760.8, 119701.132 493756.329, 119713.013 493751.405, 119725.437 493745.634, 119738.693 493739.531, 119746.545 493735.16, 119750.2 493733.079, 119753.507 493730.401, 119756.588 493727.161, 119761.072 493722.182, 119768.416 493713.877, 119776.873 493704.553, 119788.444 493691.648, 119792.79 493686.867, 119800.376 493678.634, 119803.125 493675.625, 119805.967 493678.119, 119810.342 493682.344, 119812.095 493684.353, 119814.197 493687.998, 119816.709 493696.14, 119819.366 493700.206, 119822.118 493702.715, 119826.839 493704.294, 119830.411 493705.819, 119834.74 493708.781, 119837.386 493711.248, 119839.195 493714.303, 119840.387 493716.375, 119842.475 493718.868, 119848.445 493725.724, 119856.175 493734.395, 119856.808 493735.105, 119861.382 493740.38, 119864.829 493743.39, 119866.579 493744.338, 119869.264 493745.261, 119874.624 493747.276, 119889.188 493724.164, 119911.58 493717.503, 119920.712 493715.222, 119930.091 493711.971, 119941.038 493707.744, 119949.595 493703.479, 119957.96 493698.7, 119966.75 493693.54, 119975.08 493687.45, 119982.65 493681.05, 119990.07 493674.17, 119997.13 493666.75, 120003.38 493658.9, 120005.35 493658.659, 120006.756 493656.42, 120009.665 493651.537, 120015.045 493652.12, 120023.737 493652.791, 120030.754 493652.877, 120035.924 493652.509, 120044.42 493651.318, 120050.447 493644.89, 120052.403 493640.467, 120054.41 493633.788, 120056.866 493623.537, 120058.368 493617.933, 120060.587 493609.901, 120061.331 493607.208, 120064.193 493597.08, 120068.073 493584.778, 120071.848 493572.393, 120075.29 493561.552, 120078.88 493550.651, 120081.652 493541.514, 120083.419 493536.091, 120095.962 493494.988, 120102 493475.2, 120109.364 493475.948, 120126.5 493449.9, 120137.566 493434.34, 120139.523 493431.588, 120143.5 493426, 120164.5 493394.5, 120178.2 493374, 120178.811 493373.208, 120194 493353.5, 120210 493334.5, 120227 493316.5, 120235.364 493308.834, 120245 493300, 120261.72 493287.766, 120265.5 493285, 120270.655 493281.643, 120268.033 493280.861, 120266.66 493267.856))"
N67a,BU03636700,Kadoelen,ND02,BU0363ND02,Kadoelen,ND,Kadoelen,N,Noord,52.41522507465474,4.908068120952379,"SRID=28992;POLYGON ((123086.098 492293.964, 123092.779 492290.007, 123102.14 492282.646, 123106.395 492279.582, 123111.798 492274.944, 123127.329 492263.626, 123132.946 492260.477, 123140.435 492254.69, 123145.115 492251.839, 123155.114 492244.18, 123159.923 492240.989, 123172.603 492231.968, 123172.645 492231.756, 123173.113 492231.586, 123173.241 492231.33, 123173.454 492231.33, 123173.539 492231.117, 123173.964 492230.947, 123177.794 492227.926, 123186.431 492221.841, 123192.473 492216.948, 123196.218 492214.906, 123200.26 492212.225, 123202.133 492211.289, 123205.111 492210.14, 123206.855 492209.204, 123212.259 492205.29, 123223.152 492198.524, 123229.875 492193.162, 123232.641 492191.673, 123232.896 492191.12, 123243.832 492191.248, 123244.895 492190.908, 123245.505 492190.267, 123202.252 492134.005, 123163.335 492080.69, 123039.415 491916.922, 122893.936 491720.28, 122717.023 491484.099, 122707.981 491467.141, 122628.341 491413.846, 122569.656 491385.686, 122462.571 491239.386, 122350.202 491226.956, 122349.109 491238.168, 122346.313 491249.632, 122320.774 491307.132, 122307.324 491333.964, 122295.255 491355.403, 122275.718 491386.126, 122256.364 491412.812, 122226.465 491448.089, 122165.17 491507.242, 121989.715 491718.467, 121858.199 491875.826, 121773.699 491992.882, 121706.481 492053.835, 121715.457 492119.488, 121721.451 492143.601, 121726.79 492153.212, 121721.205 492156.877, 121722.82 492160.94, 121739.242 492187.04, 121743.014 492194.909, 121743.548 492198.961, 121742.511 492204.091, 121736.678 492214.469, 121733.767 492225.613, 121734.794 492229.091, 121745.838 492318.482, 121749.302 492387.889, 121753.064 492425.069, 121753.064 492482.879, 121760.205 492640.806, 121857.164 492638.03, 121985.476 492632.304, 122056.337 492584.242, 122080.482 492573.126, 122087.773 492568.63, 122107.935 492558.526, 122118.692 492558.987, 122138.404 492569.362, 122159.146 492588.187, 122286.063 492595.192, 122306.767 492614.388, 122336.241 492589.558, 122341.631 492579.764, 122343.27 492568.705, 122358.316 492580.875, 122365.43 492590.137, 122392.039 492661.23, 122395.336 492671.919, 122399.055 492670.539, 122399.315 492670.439, 122400.412 492670.02, 122401.744 492669.512, 122406.414 492667.873, 122439.073 492656.357, 122440.045 492655.999, 122440.222 492655.937, 122443.445 492654.535, 122447.55 492652.567, 122448.393 492651.824, 122456.99 492645.088, 122459.641 492643.005, 122466.4 492637.69, 122485.324 492622.994, 122498.131 492612.877, 122510.671 492602.787, 122511.225 492602.387, 122547.198 492576.384, 122554.912 492570.662, 122565.913 492562.532, 122577.869 492553.589, 122583.319 492549.703, 122592.947 492542.811, 122601.934 492536.334, 122612.517 492529.145, 122626.281 492519.979, 122633.812 492514.952, 122647.295 492506.161, 122658.826 492498.651, 122664.333 492495.107, 122667.321 492493.185, 122702.242 492470.726, 122731.026 492452.213, 122745.91 492442.854, 122746.508 492442.482, 122748.563 492441.202, 122758.145 492435.838, 122767.456 492429.752, 122771.497 492426.999, 122776.316 492423.716, 122777.164 492423.33, 122778.482 492422.429, 122780.55 492421.017, 122785.582 492417.988, 122794.863 492412.668, 122802.102 492408.201, 122803.552 492407.274, 122811.123 492403.208, 122815.613 492403.232, 122819.541 492403.254, 122835.975 492403.261, 122843.883 492403.271, 122845.56 492403.026, 122847.141 492402.568, 122847.638 492402.414, 122848.045 492402.369, 122848.698 492403.021, 122848.985 492403.134, 122849.414 492403.397, 122849.906 492403.592, 122850.527 492403.678, 122851.155 492403.684, 122852.017 492403.505, 122856.034 492422.903, 122856.37 492422.551, 122859.093 492421.827, 122871.263 492420.125, 122876.879 492418.763, 122889.644 492416.934, 122902.494 492414.806, 122907.175 492414.551, 122909.983 492414.211, 122914.664 492412.977, 122921.216 492410.849, 122923.089 492410.083, 122925.897 492408.424, 122929.727 492405.445, 122935.343 492401.488, 122938.066 492399.233, 122943.683 492395.063, 122947.427 492392.68, 122952.704 492388.851, 122956.108 492386.638, 122960.603 492384.166, 122962.065 492383.362, 122964.618 492381.745, 122975.212 492373.915, 122982.063 492368.341, 122987.765 492364.427, 122994.488 492359.193, 122999.339 492356.257, 123010.997 492347.577, 123014.912 492345.152, 123022.231 492339.663, 123027.337 492336.471, 123031.592 492333.323, 123038.4 492328.855, 123043.506 492325.111, 123048.271 492321.324, 123054.058 492317.367, 123063.419 492310.005, 123069.972 492305.665, 123074.567 492302.176, 123079.248 492299.197, 123086.098 492293.964))"
N67b,BU03636701,Twiske Oost,ND01,BU0363ND01,Twiske-Oost,ND,Kadoelen,N,Noord,52.42181856478716,4.902438051569557,"SRID=28992;POLYGON ((122180.546 492857.613, 122188.859 492852.047, 122194.451 492848.286, 122197.762 492845.424, 122202.521 492842.384, 122210.391 492836.289, 122217.774 492831.371, 122221.973 492827.784, 122224.56 492825.817, 122237.44 492817.087, 122240.318 492815.29, 122241.999 492813.946, 122243.406 492813.109, 122244.078 492812.77, 122245.191 492811.661, 122246.031 492810.824, 122246.381 492810.456, 122259.585 492799.897, 122261.533 492798.619, 122265.593 492794.802, 122274.599 492787.192, 122274.771 492787.111, 122274.869 492787.026, 122278.206 492784.159, 122288.414 492775.517, 122288.683 492775.416, 122298.778 492767.282, 122308.59 492759.699, 122312.337 492756.906, 122320.717 492750.39, 122329.117 492744.058, 122334.855 492739.48, 122345.161 492731.424, 122354.496 492724.087, 122361.445 492718.776, 122368.493 492713.37, 122370.005 492712.297, 122372.864 492711.039, 122375.554 492709.904, 122379.032 492708.753, 122383.183 492707.168, 122388.266 492705.317, 122399.65 492701.1, 122401.937 492700.304, 122407.416 492698.398, 122406.839 492695.903, 122406.154 492693.051, 122404.856 492689.084, 122403.885 492686.268, 122402.783 492682.585, 122401.838 492679.769, 122400.784 492676.214, 122400.181 492674.26, 122399.727 492672.786, 122399.055 492670.539, 122395.336 492671.919, 122392.039 492661.23, 122365.43 492590.137, 122358.316 492580.875, 122343.27 492568.705, 122341.631 492579.764, 122336.241 492589.558, 122306.767 492614.388, 122286.063 492595.192, 122159.146 492588.187, 122138.404 492569.362, 122118.692 492558.987, 122107.935 492558.526, 122087.773 492568.63, 122080.482 492573.126, 122056.337 492584.242, 121985.476 492632.304, 121857.164 492638.03, 121760.205 492640.806, 121759.552 492640.832, 121766.455 492700.812, 121761.962 492750.585, 121763.07 492802.637, 121775.533 493044.581, 121774.384 493073.907, 121774.494 493077.069, 121792.665 493070.489, 121792.987 493070.372, 121797.417 493068.933, 121800.259 493067.918, 121803.571 493066.735, 121807.562 493065.31, 121810.185 493064.373, 121816.136 493062.239, 121823.036 493058.991, 121823.548 493058.791, 121824.28 493058.366, 121825.245 493057.925, 121830.802 493055.843, 121833.067 493055.227, 121833.457 493055.099, 121833.81 493054.94, 121837.017 493053.288, 121843.52 493050.63, 121849.285 493047.563, 121849.48 493047.471, 121849.677 493047.402, 121852.203 493046.642, 121852.596 493046.501, 121852.953 493046.327, 121855.685 493044.795, 121855.808 493044.731, 121855.932 493044.676, 121858.257 493043.725, 121863.751 493041.479, 121875.045 493036.227, 121875.283 493036.107, 121875.483 493035.988, 121877.789 493034.517, 121878.019 493034.39, 121878.261 493034.29, 121881.097 493033.305, 121881.365 493033.2, 121881.629 493033.073, 121891.822 493027.687, 121894.068 493026.856, 121895.289 493026.404, 121899.303 493024.29, 121911.156 493017.696, 121911.264 493017.639, 121911.415 493017.573, 121916.231 493015.628, 121916.526 493015.494, 121916.797 493015.344, 121919.8 493013.492, 121919.971 493013.396, 121920.138 493013.319, 121924.991 493011.344, 121929.434 493008.663, 121929.531 493008.608, 121929.648 493008.55, 121933.659 493006.731, 121934.003 493006.554, 121934.315 493006.352, 121935.847 493005.241, 121936.028 493005.123, 121936.229 493005.018, 121945.093 493000.879, 121949.438 492998.476, 121959.046 492994.097, 121987.755 492979.193, 121998.792 492973.001, 122005.072 492969.304, 122007.675 492967.773, 122010.485 492965.95, 122014.658 492964.031, 122019.912 492960.882, 122023.774 492958.861, 122028.554 492956.013, 122034.837 492952.725, 122047.756 492945.409, 122054.442 492941.295, 122057.383 492939.351, 122059.5 492938.407, 122063.229 492935.897, 122080.429 492925.261, 122085.982 492921.543, 122107.469 492908.729, 122109.689 492907.123, 122109.969 492906.921, 122113.737 492904.195, 122119.963 492900.093, 122127.601 492895.097, 122139.602 492886.868, 122153.233 492877.17, 122155.763 492875.101, 122174.37 492862.423, 122180.546 492857.613))"
N68a,BU03636800,Markengouw Noord,NJ01,BU0363NJ01,Markengouw-Noord,NJ,Waterlandpleinbuurt,N,Noord,52.40008305971937,4.950842643338841,"SRID=28992;POLYGON ((125294.198 490063.803, 125062.257 490178.665, 125368.927 490640.588, 125420.561 490596.907, 125462.469 490559.936, 125515.345 490511.673, 125294.198 490063.803))"
N68b,BU03636801,Werengouw Noord,NJ04,BU0363NJ04,Werengouw-Noord,NJ,Waterlandpleinbuurt,N,Noord,52.39626165857366,4.945746944528032,"SRID=28992;POLYGON ((125182.786 489838.204, 125003.017 489926.417, 124845.965 489608.255, 124789.313 489636.274, 124623.782 489718.142, 124722.264 489866.594, 124888.236 490116.859, 124954.514 490081.286, 125009.08 490098.573, 125062.257 490178.665, 125294.198 490063.803, 125182.786 489838.204))"
N68c,BU03636802,Werengouw Midden,NJ05,BU0363NJ05,Werengouw-Midden,NJ,Waterlandpleinbuurt,N,Noord,52.39401933508496,4.951074613475211,"SRID=28992;POLYGON ((125441.809 489990.975, 125458.196 489981.847, 125473.821 489971.468, 125495.619 489953.693, 125515.188 489933.489, 125526.862 489918.807, 125537.353 489903.258, 125550.736 489878.519, 125736.663 489457.416, 125369.851 489295.366, 125347.753 489360.382, 124845.965 489608.255, 125003.017 489926.417, 125182.786 489838.204, 125294.198 490063.803, 125441.809 489990.975))"
N68e,BU03636804,Markengouw Zuid,NJ03,BU0363NJ03,Markengouw-Zuid,NJ,Waterlandpleinbuurt,N,Noord,52.39111884256392,4.96199559829782,"SRID=28992;POLYGON ((126385.503 489210.637, 126119.589 489108.642, 125947.719 489051.308, 125942.281 489048.611, 125938.078 489045.224, 125926.427 489055.066, 125916.758 489066.859, 125904.953 489085.658, 125878.415 489136.615, 125850.338 489196.413, 125825.605 489256.33, 125761.39 489398.61, 125736.663 489457.416, 126162.402 489644.721, 126385.503 489210.637))"
N68f,BU03636805,Werengouw Zuid,NJ06,BU0363NJ06,Werengouw-Zuid,NJ,Waterlandpleinbuurt,N,Noord,52.38927106652535,4.95563639444918,"SRID=28992;POLYGON ((125761.39 489398.61, 125825.605 489256.33, 125850.338 489196.413, 125878.415 489136.615, 125904.953 489085.658, 125916.758 489066.859, 125926.427 489055.066, 125938.078 489045.224, 125933.26 489038.696, 125925.589 489021.765, 125921.004 489016.877, 125916.23 489013.967, 125501.667 488853.802, 125400.509 488805.555, 125400.787 488851.394, 125402.887 489197.437, 125369.851 489295.366, 125736.663 489457.416, 125761.39 489398.61))"
N69a,BU03636900,Rode Kruisbuurt,NH06,BU0363NH06,Rode Kruisbuurt,NH,Buikslotermeer,N,Noord,52.39497960865375,4.92990611514244,"SRID=28992;POLYGON ((124001.252 489814.95, 124106.381 489749.983, 124134.451 489730.542, 124172.762 489705.949, 124202.124 489688.52, 124242.063 489666.669, 124272.573 489651.338, 124339.953 489619.819, 124301.301 489598.04, 124279.546 489587.277, 124247.971 489574.736, 124220.063 489566.41, 124177.038 489557.815, 124160.577 489556.667, 124143.535 489557.231, 124126.216 489559.707, 123508.652 489813.687, 123528.739 489852.869, 123561.18 489913.199, 123587.599 489958.416, 123619.824 490009.095, 123650.887 490054.532, 123748.917 489994.236, 123861.574 489914.096, 124001.252 489814.95))"
N69c,BU03636902,Loenermark,NH03,BU0363NH03,Loenermark,NH,Buikslotermeer,N,Noord,52.39927085953843,4.931219019327648,"SRID=28992;POLYGON ((124091.884 490214.358, 123998.196 490097.523, 123938.879 490024.968, 123861.574 489914.096, 123748.917 489994.236, 123650.887 490054.532, 123686.396 490103.954, 123747.044 490183.387, 124073.884 490592.17, 124127.56 490560.419, 124180.208 490526.991, 124231.776 490491.919, 124282.213 490455.239, 124154.024 490295.095, 124123.406 490254.909, 124091.884 490214.358))"
N70a,BU03637000,Banne Zuidwest,NE03,BU0363NE03,Banne-Zuidwest,NE,Banne Buiksloot,N,Noord,52.40594345930649,4.910346535735823,"SRID=28992;POLYGON ((122751.373 491184.409, 122919.363 491059.126, 122778.729 490870.428, 122769.013 490856.352, 122741.447 490813.078, 122724.422 490783.408, 122708.506 490753.129, 122693.721 490722.282, 122659.648 490689.796, 122618.084 490612.912, 122593.782 490623.81, 122575.556 490633.747, 122497.462 490685.517, 122382.596 490638.386, 122341.311 490629.283, 122198.511 490720.638, 122194.434 490724.039, 122184.965 490733.332, 122178.2 490741.512, 122170.85 490752.557, 122165.917 490761.957, 122164.443 490767.611, 122164.075 490773.973, 122164.888 490779.76, 122166.771 490785.291, 122191.162 490822.376, 122196.439 490828.807, 122268.536 490889.747, 122201.475 490972.339, 122257.861 491020.92, 122274.836 491040.368, 122286.74 491058.291, 122296.425 491077.505, 122344.821 491195.54, 122349.067 491210.981, 122350.202 491226.956, 122462.571 491239.386, 122569.656 491385.686, 122628.341 491413.846, 122707.981 491467.141, 122717.023 491484.099, 122882.374 491360.118, 122751.373 491184.409))"
N70b,BU03637001,Banne Zuidoost,NE04,BU0363NE04,Banne-Zuidoost,NE,Banne Buiksloot,N,Noord,52.404000094295256,4.918507040185141,"SRID=28992;POLYGON ((123544.778 490823.428, 123462.854 490590.429, 123414.616 490479.116, 123402.881 490431.691, 123395.628 490396.054, 123387.732 490348.089, 123374.59 490293.415, 123368.165 490280.874, 123359.402 490269.839, 123351.461 490262.785, 123345.459 490259.147, 123305.02 490317.03, 123200.736 490384.009, 123194.031 490387.552, 123149.924 490407.719, 123129.522 490414.85, 123039.605 490454.438, 122844.933 490511.469, 122618.084 490612.912, 122659.648 490689.796, 122693.721 490722.282, 122708.506 490753.129, 122724.422 490783.408, 122741.447 490813.078, 122769.013 490856.352, 122778.729 490870.428, 122919.363 491059.126, 122751.373 491184.409, 122882.374 491360.118, 123055.259 491226.814, 123133.544 491169.33, 123424.838 490954.904, 123477.87 490918.929, 123514.094 490896.277, 123550.976 490874.713, 123544.778 490823.428))"
N70c,BU03637002,Banne Noordwest,NE01,BU0363NE01,Banne-Noordwest,NE,Banne Buiksloot,N,Noord,52.4115427076532,4.918469264896165,"SRID=28992;POLYGON ((123210.901 491815.287, 123193.082 491775.034, 123336.041 491668.438, 123357.959 491656.708, 123380.549 491639.864, 123392.249 491590.59, 123415.815 491573.017, 123412.765 491545.052, 123410.331 491540.374, 123383.282 491504.313, 123377.766 491498.479, 123372.87 491487.578, 123362.072 491475.721, 123362.414 491470.132, 123361.466 491468.625, 123347.727 491450.778, 123341.325 491445.67, 123332.895 491435.459, 123326.495 491426.417, 123314.428 491406.514, 123310.014 491401.966, 123299.929 491394.164, 123293.671 491378.953, 123286.061 491364.764, 123271.359 491349.105, 123262.84 491341.99, 123257.547 491336.297, 123245.567 491314.098, 123227.687 491291.968, 123219.238 491285.233, 123213.741 491279.671, 123209.239 491272.416, 123133.544 491169.33, 123055.259 491226.814, 122882.374 491360.118, 122717.023 491484.099, 122893.936 491720.28, 123039.415 491916.922, 123163.335 492080.69, 123202.252 492134.005, 123245.505 492190.267, 123249.916 492185.631, 123250.682 492184.099, 123251.363 492180.951, 123252.086 492180.227, 123256.171 492179.121, 123259.49 492178.866, 123260.554 492178.525, 123261.064 492178.015, 123262.724 492175.504, 123263.873 492173.207, 123266.468 492169.462, 123267.447 492168.356, 123269.021 492165.718, 123272.212 492161.761, 123275.276 492158.952, 123283.36 492153.378, 123289.53 492149.549, 123292.722 492147.081, 123298.125 492142.4, 123300.381 492140.783, 123307.359 492136.699, 123313.273 492132.784, 123315.784 492130.869, 123319.103 492127.976, 123323.358 492124.87, 123330.889 492118.742, 123345.782 492107.765, 123352.249 492102.02, 123354.122 492100.616, 123400.898 492069.393, 123210.901 491815.287))"
