buurtcode_2022,buurt_cbs_2015,buurt_cbs_2022,district_type,buurt_name,wijk_name,stadsdeel_name,municipality_name,buurt_area_m2,population_total_2020,pop_age_0_15_2020,pop_age_15_25_2020,pop_age_25_45_2020,pop_age_45_65_2020,pop_age_65_plus_2020,avg_household_size_2020,woz_value_2020,pct_unoccupied_2020,pct_owner_occupied_2020,pct_rental_2020,n_high_education_2020,income_recipient_2020,income_inhabitant_2020,income_household_2020,pct_bottom40_2020,pct_top20_2020,pct_low_income_2020,pct_below_120pct_social_min_2020,urbanicity_2020,supermarkets_1km_2020,food_shops_1km_2020,cafes_1km_2020,cafeterias_1km_2020,restaurants_1km_2020,dist_primary_school_2020,dist_secondary_school_2020,dist_train_station_2020,dist_nearest_green_2020,nearest_green_name_2020,nearest_green_type_2020,nearest_green_area_m2_2020,total_green_area_m2_2020,green_coverage_pct_2020,num_green_spaces_2020,population_total_2024,pop_age_0_15_2024,pop_age_15_25_2024,pop_age_25_45_2024,pop_age_45_65_2024,pop_age_65_plus_2024,avg_household_size_2024,woz_value_2024,pct_unoccupied_2024,pct_owner_occupied_2024,pct_rental_2024,n_high_education_2024,income_recipient_2024,income_inhabitant_2024,income_household_2024,pct_bottom40_2024,pct_top20_2024,pct_low_income_2024,pct_below_120pct_social_min_2024,urbanicity_2024,supermarkets_1km_2024,food_shops_1km_2024,cafes_1km_2024,cafeterias_1km_2024,restaurants_1km_2024,dist_primary_school_2024,dist_secondary_school_2024,dist_train_station_2024,dist_nearest_green_2024,nearest_green_name_2024,nearest_green_type_2024,nearest_green_area_m2_2024,total_green_area_m2_2024,green_coverage_pct_2024,num_green_spaces_2024,population_change,woz_change,income_household_change,pct_bottom40_change,pct_top20_change,pct_low_income_change,green_coverage_change,dist_green_change,n_high_education_change,is_eligible,woz_growth_pct,income_growth_pct,education_growth_abs,upgrading_criteria_met,gentrified
MG02,BU03633202,BU0363MG02,Zeeburgerdijk Oost,Zeeburgerdijk-Oost,Indische Buurt-Oost,Oost,Amsterdam,126948.99,440,60,50,120,155,60,2.0,535.0,3.0,55.0,45.0,222.08921460714052,50.7,42.0,41.8,30.4,30.0,6.0,9.5,1.0,1.4,3.7,4.8,8.1,7.1,0.6,0.8,1.8,77.41,Unnamed,forest,5634.87,9351.58,7.37,3.0,435,45,40,130,140,80,2.0,651.0,3.0,57.0,43.0,190.34352892680235,36.4,30.5,32.7,29.2,30.1,6.3,9.3,1.0,0.4,2.3,4.2,4.3,7.4,0.6,0.9,1.9,38.18,Unnamed,forest,274.28,10258.62,8.08,7.0,-5,116.0,-9.099999999999994,-1.1999999999999993,0.1000000000000014,0.2999999999999998,0.71,-39.23,-31.7456856803382,0,0.21682242990654205,-0.21770334928229654,-31.74568568033817,0,0
MG04,BU03633203,BU0363MG04,Flevopark,Flevopark,Indische Buurt-Oost,Oost,Amsterdam,760141.12,15,0,5,10,5,0,1.4,798.0293605783703,35.60644689683557,37.26828415861773,62.73171584138228,30.435685127708965,30.4,25.1,27.1,57.3,11.5,16.9,29.0,1.0,0.0,0.1,0.4,0.9,0.1,1.1,1.3,2.1,100.3,Unnamed,forest,3076.85,442139.08,58.17,33.0,15,0,0,5,5,5,1.7,798.3799336630556,28.79755443878928,41.341851549199376,58.658148450800624,30.398015630506173,36.4,30.5,32.7,55.9,12.6,13.3,28.1,1.0,0.0,0.1,1.1,0.2,0.2,1.2,1.3,2.2,101.61,Unnamed,forest,3199.12,436092.61,57.37,45.0,0,0.3505730846852657,5.600000000000001,-1.3999999999999986,1.0999999999999996,-3.599999999999998,-0.8000000000000043,1.3100000000000025,-0.037669497202792,0,0.00043929847948349736,0.20664206642066424,-0.037669497202792,0,0
MA03,BU03633300,BU0363MA03,Oostelijke Handelskade,Oostelijke Handelskade,Oostelijk Havengebied,Oost,Amsterdam,357562.54,1455,210,95,675,380,95,1.9,572.0,7.0,25.0,75.0,840.0,63.1,51.3,51.9,25.3,35.6,6.7,9.3,1.0,1.9,2.9,3.0,5.5,9.4,0.5,2.4,2.1,344.11,Unnamed,forest,69.59,0.0,0.0,0.0,1480,165,115,685,375,140,1.9,682.0,6.0,26.0,74.0,810.0,56.8,48.3,47.3,26.2,34.3,6.0,9.2,1.0,0.7,0.8,2.8,3.5,5.7,0.6,1.4,1.8,142.18,Unnamed,forest,720.36,50.57,0.01,3.0,25,110.0,-4.600000000000001,0.8999999999999986,-1.3000000000000045,-0.7000000000000002,0.01,-201.93,-30.0,0,0.19230769230769232,-0.08863198458574184,-30.0,0,0
MA04,BU03633301,BU0363MA04,Rietlanden,Rietlanden,Oostelijk Havengebied,Oost,Amsterdam,344099.86,2520,345,260,910,750,260,1.9,508.0,3.0,40.0,60.0,1180.0,49.9,40.6,41.2,33.7,30.9,6.9,12.4,1.0,4.3,12.0,4.5,10.2,14.2,0.3,1.8,2.0,119.56,Rietlandpark,park,72973.0,74555.87,21.67,3.0,2450,275,245,905,710,315,1.9,626.0,2.0,40.0,60.0,1250.0,56.8,48.3,47.3,33.0,31.1,5.7,11.6,1.0,2.8,9.9,2.9,5.4,10.2,0.5,0.5,2.2,119.56,Rietlandpark,park,72973.0,74555.87,21.67,3.0,-70,118.0,6.099999999999994,-0.7000000000000028,0.2000000000000028,-1.2000000000000002,0.0,0.0,70.0,0,0.23228346456692914,0.14805825242718432,70.0,0,0
MA01,BU03633302,BU0363MA01,Java-eiland,Java-eiland,Oostelijk Havengebied,Oost,Amsterdam,713315.05,3075,400,290,845,1105,435,1.9,579.0,4.0,32.0,68.0,1770.0,51.4,42.7,41.3,29.0,31.7,5.9,8.4,1.0,1.0,3.0,0.2,5.2,7.2,0.5,2.6,2.6,135.01,Unnamed,forest,75.13,4813.05,0.67,15.0,3130,310,305,880,1085,550,1.8,671.0,3.0,32.0,68.0,1400.0,56.7,49.3,47.3,38.1,27.6,10.4,12.7,1.0,0.2,2.1,0.2,2.0,5.4,0.5,1.3,2.4,135.01,Unnamed,forest,75.13,4185.92,0.59,13.0,55,92.0,6.0,9.1,-4.099999999999998,4.5,-0.08,0.0,-370.0,0,0.15889464594127806,0.14527845036319614,-370.0,0,0
MA05,BU03633304,BU0363MA05,Sporenburg,Sporenburg,Oostelijk Havengebied,Oost,Amsterdam,364416.58,2815,485,405,685,1105,130,2.4,574.0,5.0,49.0,51.0,1570.0,51.1,40.3,43.8,21.7,44.1,4.6,6.4,1.0,4.0,9.5,1.9,7.4,10.7,0.3,1.9,2.3,68.32,Keesje Brijdeplantsoen,park,7628.18,7628.18,2.09,1.0,2660,395,360,630,1040,240,2.3,701.0,4.0,49.0,51.0,1400.0,56.8,47.4,47.3,23.7,43.0,4.4,6.4,1.0,2.0,6.5,0.8,3.5,6.8,0.3,0.6,2.6,69.29,Keesje Brijdeplantsoen,park,7745.38,7745.38,2.13,1.0,-155,127.0,3.5,2.0,-1.1000000000000014,-0.1999999999999993,0.04,0.9700000000000132,-170.0,0,0.22125435540069685,0.07990867579908677,-170.0,0,0
MA06,BU03633305,BU0363MA06,Borneo,Borneo,Oostelijk Havengebied,Oost,Amsterdam,267297.0,2835,580,370,760,965,160,2.4,629.0,3.0,38.0,62.0,1460.0,47.4,36.0,39.6,28.4,37.2,7.2,10.5,1.0,2.7,7.0,1.9,5.1,8.1,0.5,1.7,2.2,249.43,Keesje Brijdeplantsoen,park,7628.18,0.0,0.0,0.0,2715,450,320,760,930,250,2.2,765.0,1.0,37.0,63.0,1440.0,56.8,45.4,47.3,28.2,36.2,6.1,10.8,1.0,0.5,4.4,0.6,2.2,5.6,0.5,1.0,2.5,249.82,Keesje Brijdeplantsoen,park,7745.38,0.0,0.0,0.0,-120,136.0,7.699999999999996,-0.1999999999999993,-1.0,-1.1000000000000003,0.0,0.3899999999999863,-20.0,0,0.21621621621621623,0.19444444444444434,-20.0,0,0
MA07,BU03633306,BU0363MA07,Entrepot-Noordwest,Entrepot-Noordwest,Oostelijk Havengebied,Oost,Amsterdam,127392.28,1420,160,155,455,480,170,1.8,417.0,3.0,32.0,68.0,490.0,37.0,31.5,31.8,47.9,15.4,11.8,19.1,1.0,6.1,19.7,10.1,15.7,23.7,0.4,1.4,1.5,166.53,Unnamed,forest,543.34,604.13,0.47,2.0,1380,145,130,450,415,240,1.8,513.0,3.0,34.0,66.0,570.0,56.8,48.3,47.3,47.5,17.1,9.7,19.9,1.0,1.4,12.7,6.1,6.9,17.8,0.9,0.8,1.9,48.55,Unnamed,forest,324.33,924.35,0.73,3.0,-40,96.0,15.499999999999996,-0.3999999999999986,1.700000000000001,-2.1000000000000014,0.26,-117.98,80.0,0,0.2302158273381295,0.48742138364779863,80.0,1,0
MA09,BU03633307,BU0363MA09,Architectenbuurt,Architectenbuurt,Oostelijk Havengebied,Oost,Amsterdam,142191.24,1715,170,150,515,635,250,1.7,396.0,4.0,53.0,47.0,910.0,39.9,34.8,34.2,41.5,17.9,10.2,17.4,1.0,2.2,7.2,6.0,8.6,13.7,0.6,1.1,1.8,325.12,Unnamed,forest,543.34,0.0,0.0,0.0,1715,150,155,530,555,320,1.7,479.0,2.0,55.0,45.0,820.0,56.8,48.3,47.3,38.7,18.0,7.6,15.1,1.0,0.3,1.3,2.2,1.7,3.7,0.6,1.6,2.2,325.12,Unnamed,forest,543.34,0.0,0.0,0.0,0,83.0,13.099999999999994,-2.799999999999997,0.1000000000000014,-2.6,0.0,0.0,-90.0,0,0.20959595959595959,0.3830409356725144,-90.0,1,0
MA08,BU03633308,BU0363MA08,Bedrijvengebied Veelaan,Bedrijvengebied Veelaan,Oostelijk Havengebied,Oost,Amsterdam,51205.66,40,5,0,5,20,10,1.6,797.6198913809538,26.837941611573072,48.371984124700745,51.62801587529925,28.217126472996213,48.5,39.9,40.4,32.8,30.1,7.4,11.5,1.0,5.6,16.8,9.2,12.3,21.3,0.7,1.4,1.4,166.31,Unnamed,forest,543.34,157.4,0.31,1.0,35,5,0,10,15,10,1.5,798.4246053968506,28.63441289504597,45.13894462797355,54.86105537202643,29.391690611123792,56.8,48.3,47.3,33.2,29.3,6.6,11.0,1.0,1.9,11.2,6.7,6.2,18.2,1.1,1.1,1.7,161.48,Unnamed,forest,324.33,157.4,0.31,1.0,-5,0.8047140158967068,6.899999999999999,0.4000000000000057,-0.8000000000000007,-0.8000000000000007,0.0,-4.8300000000000125,1.1745641381275789,0,0.0010088941168499078,0.17079207920792075,1.1745641381275789,0,0
MA10,BU03633309,BU0363MA10,Bedrijvengebied Cruquiusweg,Cruquiusbuurt,Oostelijk Havengebied,Oost,Amsterdam,310395.67,500,55,65,300,65,5,1.7,367.0,7.0,13.0,83.0,350.0,52.4,45.0,48.1,36.7,30.4,10.0,12.3,1.0,0.1,0.6,1.0,2.4,2.6,1.0,1.2,2.2,357.0,Unnamed,forest,5634.87,0.0,0.0,0.0,2395,265,185,1505,360,85,1.8,551.0,7.0,29.0,71.0,1640.0,56.8,48.3,47.3,26.3,33.9,1.8,3.2,1.0,0.0,0.1,1.2,1.1,2.2,0.4,1.9,2.5,343.8,Unnamed,forest,274.28,0.0,0.0,0.0,1895,184.0,-0.8000000000000043,-10.400000000000002,3.5,-8.2,0.0,-13.199999999999989,1290.0,0,0.5013623978201635,-0.01663201663201672,1290.0,2,0
MA11,BU03633310,BU0363MA11,Bedrijvengebied Zeeburgerkade,Bedrijvengebied Zeeburgerkade,Oostelijk Havengebied,Oost,Amsterdam,99550.34,155,25,10,50,35,25,1.7,657.2991696148335,11.493454465718868,66.1771605460767,33.822839453923294,59.71860850522982,39.0,30.8,40.4,32.8,30.1,7.4,11.5,1.0,7.3,29.9,15.0,23.8,34.1,0.6,0.9,1.4,370.77,Unnamed,forest,543.34,0.0,0.0,0.0,240,30,40,100,40,25,1.7,486.0,30.0,12.0,88.0,144.091171692187,56.8,48.3,47.3,55.6,11.8,6.0,7.5,1.0,6.2,26.5,11.7,16.6,38.0,0.7,1.0,1.6,370.77,Unnamed,forest,543.34,0.0,0.0,0.0,85,-171.29916961483354,6.899999999999999,22.800000000000004,-18.3,-1.4000000000000004,0.0,0.0,84.3725631869572,0,-0.26061065878907475,0.17079207920792075,84.3725631869572,1,0
MH01,BU03633400,BU0363MH01,Zeeburgereiland Noordwest,Sluisbuurt,Zeeburgereiland/Bovendiep,Oost,Amsterdam,664904.17,20,5,0,10,5,5,2.5,798.0005100977128,34.25526278638872,36.03095470884769,63.96904529115232,29.91268873909397,37.6,30.9,28.5,52.7,16.7,9.2,14.1,3.0,0.4,0.0,0.0,0.3,0.8,1.7,1.6,4.2,143.23,Unnamed,forest,515.54,6843.94,1.03,11.0,20,5,0,5,5,5,2.1,798.4134937836487,29.099325601324995,38.6443195376224,61.35568046237761,30.05643542460467,46.7,38.3,34.6,54.6,16.5,10.3,16.3,3.0,0.3,0.0,0.0,0.8,0.0,1.7,2.6,3.6,143.23,Unnamed,forest,515.54,1691.66,0.25,4.0,0,0.4129836859359557,6.100000000000001,1.8999999999999984,-0.1999999999999993,1.1000000000000014,-0.78,0.0,0.143746685510699,0,0.0005175230851486387,0.2140350877192983,0.14374668551069902,0,0
MH05,BU03633402,BU0363MH05,Zeeburgereiland Zuidoost,Baaibuurt-Oost,Zeeburgereiland/Bovendiep,Oost,Amsterdam,500349.53,480,10,365,100,5,5,1.1,170.0,7.0,0.0,100.0,204.32668118987945,12.4,11.0,10.3,96.5,0.6,9.2,14.1,3.0,1.0,0.0,0.0,1.0,1.7,1.1,1.0,3.1,344.03,Unnamed,forest,143.82,2068.53,0.41,3.0,750,0,525,215,10,5,1.1,69.0,2.0,0.0,100.0,226.27583471345324,46.7,38.3,34.6,98.4,0.4,33.5,39.4,2.0,1.0,0.0,0.0,4.0,0.3,1.1,2.1,3.1,344.03,Unnamed,forest,143.82,2929.31,0.59,4.0,270,-101.0,24.3,1.9000000000000057,-0.1999999999999999,24.3,0.18,0.0,21.949153523573784,1,-0.5941176470588235,2.3592233009708736,21.949153523573784,1,0
MH04,BU03633403,BU0363MH04,Zeeburgereiland Zuidwest,Baaibuurt-West,Zeeburgereiland/Bovendiep,Oost,Amsterdam,276055.38,300,15,150,95,35,10,1.3,152.0,9.0,1.0,99.0,110.0,17.5,15.7,14.0,86.0,2.8,9.2,14.1,2.0,0.9,0.0,0.0,1.0,2.0,1.2,1.1,3.2,140.51,Unnamed,forest,1973.89,8428.16,3.05,9.0,320,10,140,115,35,15,1.3,177.26145103875055,10.0,1.0,99.0,145.29401070011545,46.7,38.3,34.6,92.2,1.6,10.3,16.3,2.0,0.8,0.0,0.0,3.6,1.2,1.1,1.9,2.9,140.51,Unnamed,forest,1973.89,13306.7,4.82,11.0,20,25.26145103875055,20.6,6.200000000000003,-1.1999999999999995,1.1000000000000014,1.7700000000000005,0.0,35.29401070011545,1,0.1661937568338852,1.4714285714285715,35.29401070011545,1,0
MH06,BU03633404,BU0363MH06,Nieuwe Diep/Diemerpark,Bovendiep/Diemerpark,Zeeburgereiland/Bovendiep,Oost,Amsterdam,2399936.54,65,10,15,10,25,10,2.0,784.3935874537158,27.42933725786841,61.38585062228832,38.61414937771169,10.0,37.6,30.9,28.5,52.7,16.7,9.2,14.1,4.0,0.0,0.0,0.0,0.2,1.2,2.7,2.7,4.9,137.89,Unnamed,forest,5643.31,682377.92,28.43,13.0,65,10,10,10,25,15,2.1,813.3279140243407,37.5613659591625,56.379535011047096,43.62046498895292,32.59459720864797,46.7,38.3,34.6,54.6,16.5,10.3,16.3,3.0,0.0,0.0,0.0,0.1,1.2,2.2,2.3,3.5,137.89,Unnamed,forest,5643.31,690231.85,28.76,27.0,0,28.93432657062488,6.100000000000001,1.8999999999999984,-0.1999999999999993,1.1000000000000014,0.3300000000000018,0.0,22.59459720864797,0,0.03688751034356484,0.2140350877192983,22.59459720864797,0,0
MH02,BU03633405,BU0363MH02,RI Oost terrein,Sportheldenbuurt,Zeeburgereiland/Bovendiep,Oost,Amsterdam,421902.78,3840,585,625,1910,550,170,1.7,355.0,5.0,22.0,78.0,1850.0,41.8,33.9,32.6,42.7,20.3,7.9,12.8,3.0,1.0,0.0,0.0,0.4,1.7,0.4,0.4,3.8,365.28,Unnamed,forest,1319.13,0.0,0.0,0.0,4595,780,585,2295,710,225,1.8,478.0,4.0,26.0,74.0,2120.0,53.2,42.3,34.6,42.0,21.1,7.1,12.9,3.0,1.0,0.0,0.0,3.6,1.0,0.4,2.8,3.8,189.45,Unnamed,forest,254.39,254.39,0.06,1.0,755,123.0,2.0,-0.7000000000000028,0.8000000000000007,-0.8000000000000007,0.06,-175.82999999999998,270.0,0,0.3464788732394366,0.06134969325153374,270.0,2,0
MH03,BU03633406,BU0363MH03,Zeeburgereiland Noordoost,Oostpunt Zeeburgereiland,Zeeburgereiland/Bovendiep,Oost,Amsterdam,542336.52,0,0,0,0,0,0,1.0960382402978817,798.0864922918146,35.84275839664043,40.34682583277152,59.65317416722848,31.31412509389983,37.6,30.9,28.5,52.7,16.7,9.2,14.1,4.0,1.1103735276382742,5.128000306009412,0.8811306674100089,3.841823114688299,6.069595438167659,1.9327416434056552,2.004001796037655,2.665633029289629,534.58,Unnamed,forest,143.82,0.0,0.0,0.0,5,0,5,0,0,0,2.0,798.331438498301,28.483486594819883,44.09272125852659,55.90727874147342,31.1726802558474,46.7,38.3,34.6,54.6,16.5,10.3,16.3,3.0,2.731746178968501,14.76269067465789,6.733593001823063,11.518165121700642,21.62817961930345,0.8566594956705973,0.8140665762669467,2.238267866815205,534.58,Unnamed,forest,143.82,0.0,0.0,0.0,5,0.2449462064864747,6.100000000000001,1.8999999999999984,-0.1999999999999993,1.1000000000000014,0.0,0.0,-0.1414448380524291,0,0.0003069168678485939,0.2140350877192983,-0.14144483805242913,0,0
MJ01,BU03633501,BU0363MJ01,Steigereiland Zuid,Steigereiland-Zuid,IJburg-West,Oost,Amsterdam,403590.28,2680,710,410,610,850,95,2.8,559.0,9.0,57.0,43.0,970.0,47.4,33.1,39.6,28.6,40.2,8.1,12.9,3.0,1.2,3.5,0.0,2.0,3.3,0.5,1.9,5.0,342.85,Steigerpark,park,3374.49,3374.49,0.84,1.0,2600,490,495,555,905,155,2.6,676.0,8.0,56.0,44.0,940.0,54.5,41.3,46.5,29.1,39.9,5.9,11.4,3.0,0.5,1.8,0.0,0.4,3.0,0.5,2.5,5.1,342.85,Steigerpark,park,3374.49,3374.49,0.84,1.0,-80,117.0,6.899999999999999,0.5,-0.3000000000000042,-2.1999999999999997,0.0,0.0,-30.0,0,0.20930232558139536,0.1742424242424242,-30.0,0,0
MJ03,BU03633502,BU0363MJ03,Haveneiland Zuidwest/Rieteiland West,Rieteilanden-West,IJburg-West,Oost,Amsterdam,441221.04,2790,665,435,535,1005,140,2.8,778.0,3.0,66.0,34.0,1250.0,63.3,46.0,55.0,14.5,54.1,3.5,4.5,2.0,2.8,6.2,0.0,4.4,12.3,0.3,1.1,6.1,354.17,Ed Pelsterpark,park,8724.17,45786.51,10.38,1.0,2665,460,500,505,1000,200,2.6,917.0,3.0,66.0,34.0,1330.0,54.5,51.9,46.5,15.1,54.2,4.3,5.5,2.0,2.5,8.4,0.0,2.5,8.4,0.3,1.3,6.3,354.17,Ed Pelsterpark,park,8724.17,45786.51,10.38,1.0,-125,139.0,-8.5,0.5999999999999996,0.1000000000000014,0.7999999999999998,0.0,0.0,80.0,0,0.17866323907455012,-0.15454545454545454,80.0,0,0
EE03,BU03633700,BU0363EE03,Bedrijventerrein Landlust,Bedrijventerrein Landlust,Landlust,West,Amsterdam,140034.85,580,30,50,415,45,35,1.5,481.5011588272104,3.0,41.0,59.0,360.0,45.3,42.1,34.8,44.4,15.8,4.3,8.1,1.0,2.6,22.2,8.4,17.3,21.4,0.6,0.8,2.3,179.37,Unnamed,park,331.87,0.0,0.0,0.0,565,40,50,395,60,25,1.5,383.0,6.0,44.0,56.0,321.867300088553,41.6,34.6,35.3,41.7,18.5,5.4,9.0,1.0,2.7,11.2,4.0,13.2,21.4,0.7,1.4,2.6,168.34,Unnamed,forest,2188.33,2188.33,1.56,1.0,-15,-98.50115882721042,0.5,-2.699999999999996,2.6999999999999997,1.1000000000000003,1.56,-11.03,-38.13269991144699,0,-0.2045709693973097,0.014367816091954025,-38.13269991144699,0,0
EE01,BU03633702,BU0363EE01,Bosleeuw,Bosleeuw,Landlust,West,Amsterdam,342857.71,5755,865,925,2235,1250,480,1.9,328.0,4.0,27.0,73.0,1930.0,29.9,24.0,26.4,55.5,11.9,14.9,22.5,1.0,8.0,32.7,9.1,23.0,25.6,0.3,0.7,2.0,138.28,Unnamed,forest,735.28,15844.53,4.62,10.0,5635,740,905,2220,1245,520,1.9,389.0,3.0,29.0,71.0,2170.0,37.1,30.5,33.3,51.1,14.6,11.7,21.2,1.0,7.3,26.5,4.6,22.8,21.8,0.4,1.8,2.5,138.28,Unnamed,forest,735.28,13585.06,3.96,8.0,-120,61.0,6.899999999999999,-4.399999999999999,2.6999999999999997,-3.200000000000001,-0.6600000000000001,0.0,240.0,1,0.18597560975609756,0.2613636363636363,240.0,1,0
EE06,BU03633703,BU0363EE06,Landlust Zuid,Landlust-Zuid,Landlust,West,Amsterdam,216843.94,4115,575,360,2005,820,360,1.8,376.0,4.0,33.0,67.0,1880.0,38.2,31.7,31.4,49.1,17.5,13.0,22.4,1.0,5.4,34.0,25.8,37.0,42.2,0.3,0.5,2.7,199.93,Unnamed,forest,639.86,8065.63,3.72,3.0,4135,530,385,1970,905,350,1.7,453.0,4.0,33.0,67.0,1700.0,46.9,39.3,35.3,47.5,19.1,10.3,20.6,1.0,3.8,20.8,10.1,23.4,34.0,0.3,0.7,3.1,160.5,Unnamed,forest,519.1,11204.71,5.17,7.0,20,77.0,3.899999999999999,-1.6000000000000014,1.6000000000000014,-2.6999999999999997,1.4499999999999995,-39.43000000000001,-180.0,1,0.2047872340425532,0.12420382165605091,-180.0,0,0
EE05,BU03633704,BU0363EE05,Erasmusparkbuurt Oost,Erasmusparkbuurt-Oost,Landlust,West,Amsterdam,90692.16,1925,335,230,755,450,155,2.0,448.0,3.0,38.0,62.0,720.0,40.5,31.9,33.2,43.7,22.4,10.3,16.9,1.0,7.2,37.7,24.0,36.8,40.5,0.5,0.4,2.6,210.9,Wachterliedplantsoen,park,14398.36,0.0,0.0,0.0,1870,275,230,740,455,165,1.9,531.0,3.0,39.0,61.0,940.0,41.6,34.6,35.3,45.3,24.2,9.3,17.5,1.0,4.5,24.2,10.2,26.6,34.8,0.5,1.0,2.9,99.84,Unnamed,wood,1336.4,0.0,0.0,0.0,-55,83.0,2.0999999999999943,1.5999999999999943,1.8000000000000007,-1.0,0.0,-111.06,220.0,0,0.18526785714285715,0.0632530120481926,220.0,1,0
EE02,BU03633705,BU0363EE02,Gibraltarbuurt,Gibraltarbuurt,Landlust,West,Amsterdam,200000.3,4285,580,430,1995,925,360,1.7,327.0,4.0,21.0,79.0,1670.0,31.8,26.4,27.0,57.6,9.9,17.1,26.2,1.0,4.6,25.2,8.1,20.6,21.3,0.3,0.8,2.0,322.33,Unnamed,forest,328.5,0.0,0.0,0.0,4200,490,470,1940,945,360,1.7,376.0,3.0,22.0,77.0,1760.0,39.6,33.4,35.3,55.4,10.3,12.6,22.7,1.0,3.6,12.7,3.7,13.9,19.3,0.7,1.7,2.3,321.56,Unnamed,forest,937.49,0.0,0.0,0.0,-85,49.0,8.299999999999997,-2.200000000000003,0.4000000000000003,-4.500000000000002,0.0,-0.7699999999999818,90.0,1,0.14984709480122324,0.3074074074074073,90.0,2,1
EE04,BU03633706,BU0363EE04,Landlust Noord,Landlust-Noord,Landlust,West,Amsterdam,98042.58,2400,355,300,1080,475,190,1.8,337.0,3.0,28.0,72.0,890.0,31.5,25.8,28.2,51.4,10.0,13.1,20.4,1.0,6.5,31.9,11.9,29.7,29.4,0.4,0.4,2.4,100.94,Unnamed,park,422.28,754.15,0.77,2.0,2385,345,280,1070,485,205,1.8,404.0,3.0,26.0,74.0,910.0,41.6,34.6,35.3,52.7,10.9,11.3,23.1,1.0,4.0,18.8,5.7,21.7,24.8,0.4,1.2,2.7,100.94,Unnamed,park,422.28,754.15,0.77,2.0,-15,67.0,7.099999999999998,1.3000000000000045,0.9000000000000004,-1.799999999999999,0.0,0.0,20.0,1,0.19881305637982197,0.25177304964539,20.0,0,0
EF02,BU03633802,BU0363EF02,Erasmusparkbuurt West,Erasmusparkbuurt-West,Erasmuspark,West,Amsterdam,336226.47,4080,470,440,2100,745,330,1.7,349.0,4.0,48.0,51.0,2280.0,39.4,33.5,33.0,41.7,17.4,6.6,12.3,1.0,8.3,38.9,17.1,30.3,32.6,0.3,0.4,2.4,45.55,Unnamed,park,8919.17,160964.29,47.87,21.0,3995,390,430,2075,795,310,1.7,419.0,4.0,49.0,50.0,2030.0,49.1,42.7,40.0,38.4,20.9,5.4,10.8,1.0,6.7,27.5,7.1,24.2,24.5,0.5,1.6,2.8,45.54,Unnamed,park,8918.82,165946.01,49.36,25.0,-85,70.0,7.0,-3.3000000000000043,3.5,-1.1999999999999993,1.490000000000002,-0.009999999999998,-250.0,0,0.20057306590257878,0.21212121212121213,-250.0,0,0
EF01,BU03633803,BU0363EF01,Robert Scottbuurt Oost,Robert Scottbuurt-Oost,Erasmuspark,West,Amsterdam,68865.95,1790,210,215,880,345,140,1.8,368.0,6.0,30.0,70.0,770.0,36.6,30.7,30.8,47.7,15.9,10.3,18.1,1.0,8.9,48.1,28.1,38.4,40.7,0.3,0.9,2.6,135.45,Unnamed,forest,1876.39,0.0,0.0,0.0,1740,160,230,825,355,170,1.8,442.0,4.0,31.0,68.0,820.0,47.5,41.3,40.0,46.8,17.0,8.4,17.3,1.0,6.4,34.1,11.9,25.0,36.5,0.6,1.5,2.8,136.48,Unnamed,forest,1929.66,0.0,0.0,0.0,-50,74.0,9.2,-0.9000000000000057,1.0999999999999996,-1.9000000000000004,0.0,1.0300000000000011,50.0,1,0.20108695652173914,0.2987012987012987,50.0,0,0
ED04,BU03633900,BU0363ED04,Robert Scottbuurt West,Robert Scottbuurt-West,De Kolenkit,West,Amsterdam,148490.79,2075,185,310,990,335,255,1.5,250.0,5.0,24.0,76.0,700.0,29.2,25.2,24.7,68.5,6.2,12.9,23.3,1.0,6.8,30.4,13.8,20.9,22.3,0.4,1.0,2.5,151.91,Unnamed,forest,4759.63,4759.63,3.21,1.0,2165,210,345,1000,335,275,1.5,331.0,12.0,22.0,78.0,912.4184583623348,38.3,30.4,32.8,68.0,8.5,10.6,24.8,1.0,5.8,23.3,7.3,17.6,18.3,0.7,1.8,2.8,151.91,Unnamed,forest,4759.63,4759.63,3.21,1.0,90,81.0,8.099999999999998,-0.5,2.3,-2.3000000000000007,0.0,0.0,212.41845836233483,1,0.324,0.3279352226720647,212.41845836233483,3,1
ED03,BU03633901,BU0363ED03,Laan van Spartaan,Laan van Spartaan,De Kolenkit,West,Amsterdam,165770.96,2260,410,455,990,260,150,1.7,334.0,3.0,15.0,85.0,1040.0,34.5,26.1,26.3,56.3,16.5,14.2,21.2,1.0,1.4,5.3,5.6,6.0,5.7,0.9,0.8,2.6,147.52,Willem Augustinpark,park,3541.1,5528.01,3.33,2.0,2790,445,570,1225,375,175,1.7,425.0,3.0,19.0,81.0,1350.0,38.3,35.2,32.8,50.0,17.9,8.2,15.6,1.0,1.2,3.0,0.6,7.6,4.2,1.1,1.1,2.7,147.52,Willem Augustinpark,park,3541.1,5528.01,3.33,2.0,530,91.0,6.4999999999999964,-6.299999999999997,1.3999999999999986,-6.0,0.0,0.0,310.0,1,0.27245508982035926,0.2471482889733839,310.0,2,1
